Date,Close,Volume,ClosePrev,CloseNext
1950-04-01,17.186666666666664,23712962.333333332,,18.180000000000003
1950-07-01,18.180000000000003,27607407.333333332,17.186666666666664,18.570000000000004
1950-10-01,18.570000000000004,22603703.333333332,18.180000000000003,19.816666666666666
1951-01-01,19.816666666666666,30681482.333333332,18.570000000000004,21.62
1951-04-01,21.62,30205554.666666668,19.816666666666666,21.636666666666667
1951-07-01,21.636666666666667,21727777.666666668,21.62,22.98
1951-10-01,22.98,18155554.666666668,21.636666666666667,23.19666666666667
1952-01-01,23.19666666666667,20477779.0,22.98,23.923333333333336
1952-04-01,23.923333333333336,19403704.333333332,23.19666666666667,24.046666666666667
1952-07-01,24.046666666666667,15585185.333333334,23.923333333333336,24.99
1952-10-01,24.99,12794444.333333334,24.046666666666667,25.583333333333332
1953-01-01,25.583333333333332,17894445.333333332,24.99,25.856666666666666
1953-04-01,25.856666666666666,19766667.666666668,25.583333333333332,24.433333333333334
1953-07-01,24.433333333333334,15959258.666666666,25.856666666666666,23.80666666666667
1953-10-01,23.80666666666667,13570372.0,24.433333333333334,24.703333333333333
1954-01-01,24.703333333333333,16388888.333333334,23.80666666666667,26.39
1954-04-01,26.39,20505555.666666668,24.703333333333333,28.886666666666667
1954-07-01,28.886666666666667,23635185.0,26.39,31.006666666666664
1954-10-01,31.006666666666664,27770369.666666668,28.886666666666667,33.96666666666667
1955-01-01,33.96666666666667,34011111.333333336,31.006666666666664,36.656666666666666
1955-04-01,36.656666666666666,37266665.333333336,33.96666666666667,38.96666666666667
1955-07-01,38.96666666666667,29140740.666666668,36.656666666666666,43.45666666666667
1955-10-01,43.45666666666667,27842593.0,38.96666666666667,44.44333333333333
1956-01-01,44.44333333333333,25833333.666666668,43.45666666666667,45.879999999999995
1956-04-01,45.879999999999995,28488889.666666668,44.44333333333333,46.85
1956-07-01,46.85,26757407.666666668,45.879999999999995,47.416666666666664
1956-10-01,47.416666666666664,23577776.333333332,46.85,45.776666666666664
1957-01-01,45.776666666666664,24107406.666666668,47.416666666666664,44.029999999999994
1957-04-01,44.029999999999994,22461111.333333332,45.776666666666664,46.846666666666664
1957-07-01,46.846666666666664,26725925.0,44.029999999999994,45.18333333333334
1957-10-01,45.18333333333334,23427777.0,46.846666666666664,40.92333333333334
1958-01-01,40.92333333333334,30851850.666666668,45.18333333333334,41.546666666666674
1958-04-01,41.546666666666674,25314814.0,40.92333333333334,44.25666666666667
1958-07-01,44.25666666666667,29811110.333333332,41.546666666666674,48.333333333333336
1958-10-01,48.333333333333336,37716666.0,44.25666666666667,53.00666666666667
1959-01-01,53.00666666666667,45427777.333333336,48.333333333333336,55.43333333333334
1959-04-01,55.43333333333334,42862963.0,53.00666666666667,58.24666666666667
1959-07-01,58.24666666666667,39092593.0,55.43333333333334,58.99666666666667
1959-10-01,58.99666666666667,33231481.666666668,58.24666666666667,58.56333333333333
1960-01-01,58.56333333333333,36674074.0,58.99666666666667,55.69
1960-04-01,55.69,35209259.666666664,58.56333333333333,55.70666666666667
1960-07-01,55.70666666666667,37512963.333333336,55.69,55.330000000000005
1960-10-01,55.330000000000005,33338888.666666668,55.70666666666667,55.68000000000001
1961-01-01,55.68000000000001,35872222.666666664,55.330000000000005,63.42666666666667
1961-04-01,63.42666666666667,54961110.666666664,55.68000000000001,65.50333333333333
1961-07-01,65.50333333333333,50331481.0,63.42666666666667,67.18666666666667
1961-10-01,67.18666666666667,38175926.666666664,65.50333333333333,70.49666666666667
1962-01-01,70.49666666666667,45024075.333333336,67.18666666666667,69.45
1962-04-01,69.45,39881481.666666664,70.49666666666667,59.873333333333335
1962-07-01,59.873333333333335,51190741.0,69.45,57.873333333333335
1962-10-01,57.873333333333335,40268518.666666664,59.873333333333335,60.626666666666665
1963-01-01,60.626666666666665,47329629.666666664,57.873333333333335,65.68666666666667
1963-04-01,65.68666666666667,47379630.0,60.626666666666665,69.99
1963-07-01,69.99,55914814.333333336,65.68666666666667,71.11
1963-10-01,71.11,50848148.666666664,69.99,74.08666666666666
1964-01-01,74.08666666666666,58335184.333333336,71.11,77.94
1964-04-01,77.94,58979629.0,74.08666666666666,80.50666666666666
1964-07-01,80.50666666666666,59035184.666666664,77.94,83.06333333333333
1964-10-01,83.06333333333333,54562962.666666664,80.50666666666666,84.67666666666666
1965-01-01,84.67666666666666,56333332.666666664,83.06333333333333,87.05
1965-04-01,87.05,64118518.0,84.67666666666666,87.21666666666665
1965-07-01,87.21666666666665,66198150.0,87.05,87.46
1965-10-01,87.46,64703704.333333336,87.21666666666665,92.15333333333335
1966-01-01,92.15333333333335,93009259.66666667,87.46,91.11
1966-04-01,91.11,100011111.66666667,92.15333333333335,87.31
1966-07-01,87.31,92203703.66666667,91.11,79.08666666666666
1966-10-01,79.08666666666666,74494445.33333333,87.31,80.32666666666667
1967-01-01,80.32666666666667,84640740.66666667,79.08666666666666,87.86333333333333
1967-04-01,87.86333333333333,113888889.33333333,80.32666666666667,91.24333333333334
1967-07-01,91.24333333333334,114566666.0,87.86333333333333,95.03333333333332
1967-10-01,95.03333333333332,116572222.0,91.24333333333334,94.58999999999999
1968-01-01,94.58999999999999,123272221.33333333,95.03333333333332,90.60000000000001
1968-04-01,90.60000000000001,116622223.0,94.58999999999999,98.57333333333332
1968-07-01,98.57333333333332,156424073.33333334,90.60000000000001,99.75666666666666
1968-10-01,99.75666666666666,123096296.33333333,98.57333333333332,105.21333333333332
1969-01-01,105.21333333333332,146579630.33333334,99.75666666666666,100.88333333333333
1969-04-01,100.88333333333333,124666666.33333333,105.21333333333332,101.61999999999999
1969-07-01,101.61999999999999,134933334.0,100.88333333333333,93.48666666666668
1969-10-01,93.48666666666668,120200001.33333333,101.61999999999999,94.33
1970-01-01,94.33,147418517.33333334,93.48666666666668,88.05
1970-04-01,88.05,122657407.0,94.33,76.92999999999999
1970-07-01,76.92999999999999,131066666.66666667,88.05,81.29
1970-10-01,81.29,138837037.0,76.92999999999999,87.53333333333335
1971-01-01,87.53333333333335,153129630.66666666,81.29,97.64666666666666
1971-04-01,97.64666666666666,205474073.33333334,87.53333333333335,100.75999999999999
1971-07-01,100.75999999999999,187505557.0,97.64666666666666,97.65000000000002
1971-10-01,97.65000000000002,155274074.0,100.75999999999999,96.77
1972-01-01,96.77,172994446.0,97.65000000000002,105.90333333333332
1972-04-01,105.90333333333332,214703703.66666666,96.77,108.11333333333333
1972-07-01,108.11333333333333,188583335.66666666,105.90333333333332,109.67666666666668
1972-10-01,109.67666666666668,165188888.33333334,108.11333333333333,115.43333333333334
1973-01-01,115.43333333333334,197703703.33333334,109.67666666666668,113.07666666666667
1973-04-01,113.07666666666667,195433333.33333334,115.43333333333334,105.39333333333333
1973-07-01,105.39333333333333,163694445.33333334,113.07666666666667,106.96666666666665
1973-10-01,106.96666666666665,168761111.0,105.39333333333333,100.60000000000001
1974-01-01,100.60000000000001,223551852.0,106.96666666666665,95.58999999999999
1974-04-01,95.58999999999999,172140741.33333334,100.60000000000001,87.86333333333334
1974-07-01,87.86333333333334,143474073.0,95.58999999999999,71.66666666666667
1974-10-01,71.66666666666667,154488889.0,87.86333333333334,70.81
1975-01-01,70.81,181303704.0,71.66666666666667,80.64333333333333
1975-04-01,80.64333333333333,242555556.0,70.81,91.21333333333332
1975-07-01,91.21333333333332,251081482.33333334,80.64333333333333,86.5
1975-10-01,86.5,184864814.66666666,91.21333333333332,90.15666666666668
1976-01-01,90.15666666666668,191355554.66666666,86.5,101.11333333333333
1976-04-01,101.11333333333333,326214814.3333333,90.15666666666668,102.03333333333335
1976-07-01,102.03333333333335,215814816.0,101.11333333333333,103.86333333333333
1976-10-01,103.86333333333333,213924074.66666666,102.03333333333335,104.15333333333332
1977-01-01,104.15333333333332,236474073.66666666,103.86333333333333,100.08999999999999
1977-04-01,100.08999999999999,247175925.0,104.15333333333332,98.34666666666668
1977-07-01,98.34666666666668,243338889.0,100.08999999999999,97.38333333333333
1977-10-01,97.38333333333333,235148149.0,98.34666666666668,94.08999999999999
1978-01-01,94.08999999999999,251688889.33333334,97.38333333333333,88.5
1978-04-01,88.5,239688889.33333334,94.08999999999999,96.53333333333335
1978-07-01,96.53333333333335,395859259.0,88.5,102.17000000000002
1978-10-01,102.17000000000002,384950000.0,96.53333333333335,94.65333333333335
1979-01-01,94.65333333333335,312850000.6666667,102.17000000000002,99.26666666666667
1979-04-01,99.26666666666667,322451853.0,94.65333333333335,101.25
1979-07-01,101.25,366685185.0,99.26666666666667,107.48333333333333
1979-10-01,107.48333333333333,411061111.0,101.25,105.30666666666666
1980-01-01,105.30666666666666,411442592.6666667,107.48333333333333,109.96999999999998
1980-04-01,109.96999999999998,553929629.3333334,105.30666666666666,110.58999999999999
1980-07-01,110.58999999999999,420133332.6666667,109.96999999999998,123.17
1980-10-01,123.17,563914814.0,110.58999999999999,134.58333333333334
1981-01-01,134.58333333333334,563990740.0,123.17,132.27333333333334
1981-04-01,132.27333333333334,545622222.6666666,134.58333333333334,132.20333333333335
1981-07-01,132.20333333333335,579605556.6666666,132.27333333333334,123.29666666666667
1981-10-01,123.29666666666667,524751853.3333333,132.20333333333335,123.59666666666668
1982-01-01,123.59666666666668,545361111.6666666,123.29666666666667,115.15666666666665
1982-04-01,115.15666666666665,594300000.0,123.59666666666668,112.64333333333333
1982-07-01,112.64333333333333,606199999.3333334,115.15666666666665,115.67333333333335
1982-10-01,115.67333333333335,808518517.6666666,112.64333333333333,137.63
1983-01-01,137.63,1038459258.6666666,115.67333333333335,148.77333333333334
1983-04-01,148.77333333333334,995364815.3333334,137.63,164.82
1983-07-01,164.82,1058122220.3333334,148.77333333333334,164.34333333333333
1983-10-01,164.34333333333333,932668518.3333334,164.82,164.96
1984-01-01,164.96,1010757408.0,164.34333333333333,159.88333333333335
1984-04-01,159.88333333333335,1111738889.3333333,164.96,154.59333333333333
1984-07-01,154.59333333333333,1012953703.6666666,159.88333333333335,161.14666666666668
1984-10-01,161.14666666666668,1103292593.0,154.59333333333333,165.63666666666668
1985-01-01,165.63666666666668,1046020369.3333334,161.14666666666668,180.49
1985-04-01,180.49,1300262962.0,165.63666666666668,187.07666666666668
1985-07-01,187.07666666666668,1194299998.3333333,180.49,187.21
1985-10-01,187.21,1156746296.0,187.07666666666668,201.09
1986-01-01,201.09,1443146294.6666667,187.21,225.86666666666667
1986-04-01,225.86666666666667,1665316666.6666667,201.09,244.57000000000002
1986-07-01,244.57000000000002,1587081481.6666667,225.86666666666667,240.12333333333333
1986-10-01,240.12333333333333,1647796296.3333333,244.57000000000002,245.12333333333333
1987-01-01,245.12333333333333,1707118518.3333333,240.12333333333333,283.32666666666665
1987-04-01,283.32666666666665,2128014814.6666667,245.12333333333333,294.15333333333336
1987-07-01,294.15333333333336,2026740740.6666667,283.32666666666665,323.43
1987-10-01,323.43,2176296297.0,294.15333333333336,243.0566666666667
1988-01-01,243.0566666666667,2520514815.6666665,323.43,261.26
1988-04-01,261.26,2081650000.3333333,243.0566666666667,265.66333333333336
1988-07-01,265.66333333333336,1999785184.6666667,261.26,268.48333333333335
1988-10-01,268.48333333333335,1800998149.0,265.66333333333336,276.7966666666667
1989-01-01,276.7966666666667,1682014816.0,268.48333333333335,293.73333333333335
1989-04-01,293.73333333333335,1898709259.0,276.7966666666667,316.0466666666667
1989-07-01,316.0466666666667,2027992591.3333333,293.73333333333335,348.89333333333326
1989-10-01,348.89333333333326,1895027779.0,316.0466666666667,346.5833333333333
1990-01-01,346.5833333333333,1899675927.6666667,348.89333333333326,333.6366666666667
1990-04-01,333.6366666666667,1858981481.6666667,346.5833333333333,350.01666666666665
1990-07-01,350.01666666666665,1782255556.3333333,333.6366666666667,328.25333333333333
1990-10-01,328.25333333333333,1866953704.0,350.01666666666665,318.81333333333333
1991-01-01,318.81333333333333,1840462961.6666667,328.25333333333333,362.0733333333333
