,gdp,gnp,real_gdp,real_gdp_per_capita,net_exports,gni,govt_spending,consumer_spending,private_domestic_investment,cpi,consumer_oil_price,ir,unemployment_rate,Close,Volume,ClosePrev,CloseNext
1985-10-01,4444.094,4469.698,8078.415,33746.0,-133.434,4310.66,2079.086,2779.4,65.094,109.0,98.533,7.5,7.0,187.21,1156746296.0,187.07666666666668,201.09
1986-01-01,4507.894,4530.053,8153.829,33994.0,-126.014,4381.88,2095.512,2823.648,65.905,109.567,91.267,7.37,7.0,201.09,1443146294.6666667,187.21,225.86666666666667
1986-04-01,4545.34,4560.834,8190.552,34075.0,-128.872,4416.468,2139.194,2851.456,66.204,109.033,77.067,6.61,7.2,225.86666666666667,1665316666.6666667,201.09,244.57000000000002
1986-07-01,4607.669,4625.847,8268.935,34316.0,-138.961,4468.708,2185.789,2917.201,66.724,109.7,71.333,5.83,7.0,244.57000000000002,1587081481.6666667,225.86666666666667,240.12333333333333
1986-10-01,4657.627,4669.623,8313.338,34418.0,-133.629,4523.9980000000005,2176.757,2952.807,67.364,110.467,70.633,5.5,6.8,240.12333333333333,1647796296.3333333,244.57000000000002,245.12333333333333
1987-01-01,4722.156,4736.524,8375.274,34607.0,-141.234,4580.922,2189.523,2983.513,67.856,111.8,74.733,5.5,6.6,245.12333333333333,1707118518.3333333,240.12333333333333,283.32666666666665
1987-04-01,4806.16,4824.292,8465.63,34907.0,-146.977,4659.183,2206.5,3053.33,68.437,113.067,76.467,5.5,6.3,283.32666666666665,2128014814.6666667,245.12333333333333,294.15333333333336
1987-07-01,4884.555,4902.321,8539.075,35123.0,-145.464,4739.091,2208.818,3117.358,69.428,114.267,80.033,5.65,6.0,294.15333333333336,2026740740.6666667,283.32666666666665,323.43
1987-10-01,5007.994,5027.678,8685.694,35638.0,-145.405,4862.589,2241.934,3150.916,71.245,115.333,80.5,6.0,5.8,323.43,2176296297.0,294.15333333333336,243.0566666666667
1988-01-01,5073.372,5098.36,8730.569,35751.0,-123.987,4949.385,2223.229,3231.896,72.881,116.233,78.667,6.0,5.7,243.0566666666667,2520514815.6666665,323.43,261.26
1988-04-01,5190.036,5212.852,8845.28,36145.0,-106.627,5083.409,2229.868,3291.716,75.364,117.567,79.3,6.0,5.5,261.26,2081650000.3333333,243.0566666666667,265.66333333333336
1988-07-01,5282.835,5302.996,8897.107,36262.0,-99.263,5183.572,2230.13,3361.899,77.459,119.0,78.667,6.29,5.5,265.66333333333336,1999785184.6666667,261.26,268.48333333333335
1988-10-01,5399.509,5422.172,9015.661,36654.0,-107.694,5291.815,2273.404,3434.539,79.697,120.3,75.633,6.5,5.3,268.48333333333335,1800998149.0,265.66333333333336,276.7966666666667
1989-01-01,5511.253,5533.649,9107.314,36953.0,-100.965,5410.288,2263.411,3490.172,81.783,121.667,78.9,6.7,5.2,276.7966666666667,1682014816.0,268.48333333333335,293.73333333333335
1989-04-01,5612.463,5634.129,9176.827,37151.0,-88.16,5524.303,2298.225,3553.767,83.21,123.633,80.833,7.0,5.2,293.73333333333335,1898709259.0,276.7966666666667,316.0466666666667
1989-07-01,5695.365,5719.661,9244.816,37323.0,-75.075,5620.29,2318.902,3609.399,84.733,124.6,81.5,7.0,5.2,316.0466666666667,2027992591.3333333,293.73333333333335,348.89333333333326
1989-10-01,5747.237,5778.036,9263.033,37295.0,-82.765,5664.472,2330.534,3653.692,86.721,125.867,85.367,7.0,5.4,348.89333333333326,1895027779.0,316.0466666666667,346.5833333333333
1990-01-01,5872.701,5902.22,9364.259,37617.0,-88.536,5784.165,2367.8,3737.948,88.92,128.033,97.733,7.0,5.3,346.5833333333333,1899675927.6666667,348.89333333333326,333.6366666666667
1990-04-01,5960.028,5991.651,9398.243,37636.0,-68.833,5891.195000000001,2371.533,3783.421,91.028,129.3,87.133,7.0,5.3,333.6366666666667,1858981481.6666667,346.5833333333333,350.01666666666665
1990-07-01,6015.116,6042.253,9404.494,37529.0,-74.953,5940.163,2375.306,3846.7,92.676,131.533,95.333,7.0,5.7,350.01666666666665,1782255556.3333333,333.6366666666667,328.25333333333333
1990-10-01,6004.733,6055.22,9318.876,37056.0,-79.096,5925.637000000001,2391.188,3867.909,93.276,133.767,116.867,6.93,6.1,328.25333333333333,1866953704.0,350.01666666666665,318.81333333333333
1991-01-01,6035.178,6074.636,9275.276,36769.0,-47.14,5988.038,2405.447,3873.562,96.818,134.767,102.933,6.17,6.6,318.81333333333333,1840462961.6666667,328.25333333333333,362.0733333333333
1991-04-01,6126.862,6155.42,9347.597,36938.0,-23.188,6103.674,2415.232,3926.932,101.01,135.567,91.267,5.66,6.8,362.0733333333333,2202098148.6666665,318.81333333333333,378.77666666666664
1991-07-01,6205.937,6231.047,9394.834,36993.0,-21.074,6184.863,2408.467,3973.269,101.716,136.6,90.267,5.4,6.9,378.77666666666664,2039931481.0,362.0733333333333,390.3666666666666
1991-10-01,6264.54,6297.761,9427.581,36995.0,-23.053,6241.487,2390.844,4000.032,104.553,137.733,93.7,4.56,7.1,390.3666666666666,1936366666.0,378.77666666666664,394.92
1992-01-01,6363.102,6395.836,9540.444,37328.0,-20.536,6342.566,2412.033,4100.401,104.451,138.667,88.767,3.5,7.4,394.92,2217650000.0,390.3666666666666,408.39000000000004
1992-04-01,6470.763,6502.819,9643.893,37607.0,-32.788,6437.975,2407.369,4155.66,105.395,139.733,89.8,3.5,7.6,408.39000000000004,2522246296.3333335,394.92,412.81333333333333
1992-07-01,6566.641,6595.851,9739.185,37839.0,-38.488,6528.152999999999,2422.703,4226.971,105.175,140.8,92.567,3.01,7.6,412.81333333333333,2262898147.6666665,408.39000000000004,418.68
1992-10-01,6680.803,6711.112,9840.753,38102.0,-47.14,6633.663,2422.424,4307.205,106.644,142.033,91.9,3.0,7.4,418.68,2211646295.3333335,412.81333333333333,428.58
1993-01-01,6729.459,6766.665,9857.185,38053.0,-55.704,6673.755,2392.371,4349.515,106.254,143.067,90.433,3.0,7.1,428.58,2505912961.6666665,418.68,444.60999999999996
1993-04-01,6808.939,6839.59,9914.565,38158.0,-63.187,6745.752,2392.585,4418.581,106.837,144.1,91.5,3.0,7.1,444.60999999999996,3053750000.0,428.58,446.96999999999997
1993-07-01,6882.098,6918.254,9961.873,38210.0,-68.354,6813.744,2395.987,4487.189,105.771,144.767,90.6,3.0,6.8,446.96999999999997,3056705556.0,444.60999999999996,456.8733333333334
1993-10-01,7013.738,7034.356,10097.362,38606.0,-73.449,6940.289000000001,2404.447,4552.651,106.437,145.967,88.733,3.0,6.6,456.8733333333334,3031009259.0,446.96999999999997,465.3566666666666
1994-01-01,7115.652,7143.011,10195.338,38876.0,-80.595,7035.057,2374.698,4621.223,106.205,146.7,89.7,3.0,6.6,465.3566666666666,3260792592.6666665,456.8733333333334,464.84
1994-04-01,7246.931,7269.779,10333.495,39288.0,-90.572,7156.3589999999995,2386.451,4683.163,107.513,147.533,88.767,3.25,6.2,464.84,3649166667.3333335,465.3566666666666,450.56
1994-07-01,7331.075,7352.37,10393.898,39390.0,-96.868,7234.206999999999,2426.679,4752.761,110.277,148.9,89.233,3.75,6.0,450.56,3196972223.3333335,464.84,465.4866666666667
1994-10-01,7455.288,7475.65,10512.962,39720.0,-101.913,7353.375,2405.565,4826.713,112.833,149.767,87.467,4.38,5.6,465.4866666666667,3246614814.6666665,450.56,461.77
1995-01-01,7522.289,7552.116,10550.251,39754.0,-105.329,7416.96,2413.98,4862.436,116.922,150.867,87.1,5.08,5.5,461.77,3508790741.0,465.4866666666667,486.17333333333335
1995-04-01,7580.997,7613.638,10581.723,39760.0,-109.492,7471.505,2422.091,4933.609,119.734,152.1,88.133,5.25,5.7,486.17333333333335,3884177777.0,461.77,530.9533333333334
1995-07-01,7683.125,7701.977,10671.738,39969.0,-74.444,7608.681,2415.736,4998.662,122.99,152.867,89.167,5.25,5.7,530.9533333333334,3966364814.6666665,486.17333333333335,569.4499999999999
1995-10-01,7772.586,7803.073,10744.203,40117.0,-69.78,7702.8060000000005,2390.46,5055.655,125.105,153.7,88.0,5.25,5.6,569.4499999999999,3982853703.6666665,530.9533333333334,600.9333333333333
1996-01-01,7868.468,7905.735,10824.674,40317.0,-88.795,7779.673,2406.228,5130.615,129.987,155.067,95.067,5.08,5.5,600.9333333333333,4322779630.666667,569.4499999999999,640.65
1996-04-01,8032.84,8061.846,11005.217,40873.0,-93.709,7939.131,2436.198,5220.499,132.866,156.4,98.4,5.0,5.5,640.65,4985594444.666667,600.9333333333333,664.64
1996-07-01,8131.408,8157.22,11103.935,41106.0,-114.18,8017.228,2436.182,5274.505,136.145,157.3,96.4,5.0,5.3,664.64,4764362963.666667,640.65,659.7566666666667
1996-10-01,8259.771,8291.163,11219.238,41401.0,-88.822,8170.9490000000005,2452.994,5352.763,139.022,158.667,106.9,5.0,5.3,659.7566666666667,4498935184.666667,664.64,734.3433333333332
1997-01-01,8362.655,8385.773,11291.665,41558.0,-108.839,8253.816,2440.245,5433.105,144.713,159.633,105.433,5.0,5.2,734.3433333333332,5103090740.666667,659.7566666666667,778.0333333333333
1997-04-01,8518.825,8549.503,11479.33,42128.0,-85.201,8433.624000000002,2471.867,5471.267,147.278,160.0,100.0,5.0,5.0,778.0333333333333,5828244443.333333,734.3433333333332,844.92
1997-07-01,8662.823,8685.903,11622.911,42514.0,-96.831,8565.992,2483.31,5579.179,150.198,160.8,97.433,5.0,4.9,844.92,5818422221.0,778.0333333333333,933.6866666666666
1997-10-01,8765.907,8782.231,11722.722,42745.0,-117.014,8648.893,2495.772,5663.61,150.254,161.667,96.267,5.0,4.7,933.6866666666666,6286522223.666667,844.92,946.8166666666666
1998-01-01,8866.48,8891.834,11839.876,43062.0,-135.215,8731.265,2486.841,5721.342,154.564,162.0,91.9,5.0,4.6,946.8166666666666,6694400001.0,933.6866666666666,1043.79
1998-04-01,8969.699,8992.195,11949.492,43342.0,-162.331,8807.368,2530.365,5832.566,158.546,162.533,91.267,5.0,4.4,1043.79,7057401852.0,946.8166666666666,1112.1366666666665
1998-07-01,9121.097,9130.667,12099.191,43748.0,-174.634,8946.463,2549.426,5926.846,162.949,163.367,90.433,5.0,4.5,1112.1366666666665,7163920370.666667,1043.79,1031.6533333333334
1998-10-01,9293.991,9306.215,12294.737,44321.0,-178.663,9115.328,2564.473,6028.238,166.161,164.133,86.3,4.66,4.4,1031.6533333333334,8514894446.0,1112.1366666666665,1163.8433333333335
1999-01-01,9411.682,9437.614,12410.778,44627.0,-212.559,9199.123000000001,2582.887,6102.04,168.878,164.733,83.333,4.5,4.3,1163.8433333333335,8635996296.666666,1031.6533333333334,1268.1133333333335
1999-04-01,9526.21,9557.13,12514.408,44876.0,-247.53,9278.679999999998,2592.218,6230.641,174.582,165.967,87.233,4.5,4.3,1268.1133333333335,9031825926.333334,1163.8433333333335,1336.5766666666666
1999-07-01,9686.626,9715.248,12679.977,45326.0,-276.403,9410.223,2623.423,6335.31,180.213,167.2,93.933,4.6,4.2,1336.5766666666666,9348635186.666666,1268.1133333333335,1310.6133333333335
1999-10-01,9900.169,9938.31,12888.281,45932.0,-301.708,9598.461,2664.236,6467.039,186.223,168.433,101.767,4.87,4.1,1310.6133333333335,8812996296.333334,1336.5766666666666,1407.0833333333333
2000-01-01,10002.179,10035.263,12935.252,45983.0,-356.583,9645.596,2645.323,6618.217,194.047,170.1,125.733,5.19,4.0,1407.0833333333333,10529168518.666666,1310.6133333333335,1419.82
2000-04-01,10247.72,10283.391,13170.749,46704.0,-362.501,9885.219,2671.398,6711.911,196.209,171.433,121.267,5.74,3.9,1419.82,12696777779.333334,1407.0833333333333,1442.5566666666666
2000-07-01,10318.165,10348.645,13183.89,46624.0,-393.867,9924.298,2660.139,6819.984,201.472,173.0,130.133,6.0,4.0,1442.5566666666666,11433900000.0,1419.82,1461.6733333333334
2000-10-01,10435.744,10490.43,13262.25,46777.0,-411.343,10024.401,2676.446,6918.606,204.188,174.233,142.067,6.0,3.9,1461.6733333333334,11165018518.333334,1442.5566666666666,1354.8733333333332
2001-01-01,10470.231,10510.297,13219.251,46519.0,-402.653,10067.578,2718.291,6995.298,204.06,175.9,138.433,5.11,4.2,1354.8733333333332,12980462964.333334,1461.6733333333334,1254.75
2001-04-01,10599.0,10647.427,13301.394,46698.0,-364.015,10234.985,2765.415,7042.25,204.629,177.133,130.767,3.83,4.4,1254.75,14311261111.0,1354.8733333333332,1243.3566666666666
2001-07-01,10598.02,10623.039,13248.142,46390.0,-370.634,10227.386,2762.681,7070.337,202.235,177.633,128.633,3.06,4.8,1243.3566666666666,13830355555.666666,1254.75,1128.3266666666666
2001-10-01,10660.465,10748.408,13284.881,46400.0,-369.688,10290.777,2808.498,7187.32,199.87,177.5,118.767,1.64,5.5,1128.3266666666666,13366333333.333334,1243.3566666666666,1114.99
2002-01-01,10783.5,10833.143,13394.91,46683.0,-386.884,10396.616,2857.336,7217.715,196.072,178.067,108.833,1.25,5.7,1114.99,15075898149.0,1128.3266666666666,1128.11
2002-04-01,10887.46,10918.384,13477.356,46866.0,-428.259,10459.201,2879.282,7307.955,196.025,179.467,113.7,1.25,5.8,1128.11,15251296296.666666,1114.99,1044.6266666666668
2002-07-01,10984.04,11027.515,13531.741,46936.0,-447.548,10536.492,2894.18,7397.135,195.214,180.433,116.8,1.25,5.7,1044.6266666666668,15825168518.333334,1128.11,880.9900000000001
2002-10-01,11061.433,11120.565,13549.421,46883.0,-496.289,10565.144,2915.62,7472.958,197.047,181.5,122.8,0.94,5.9,880.9900000000001,18379783332.666668,1044.6266666666668,900.63
2003-01-01,11174.129,11217.689,13619.434,47027.0,-525.262,10648.867,2917.867,7567.16,198.227,183.367,148.9,2.25,5.9,900.63,17231650000.333332,880.9900000000001,848.3433333333332
2003-04-01,11312.766,11369.131,13741.107,47342.0,-519.87,10792.895999999999,2944.719,7661.458,200.62,183.067,139.067,2.17,6.1,848.3433333333332,15937946296.0,900.63,951.6700000000001
2003-07-01,11566.669,11621.172,13970.157,48012.0,-518.994,11047.675,2951.221,7820.927,201.917,184.433,134.767,2.0,6.1,951.6700000000001,17007612963.0,848.3433333333332,998.0966666666667
2003-10-01,11772.234,11851.792,14131.379,48450.0,-523.694,11248.54,2969.138,7913.453,203.275,185.133,134.267,2.0,5.8,998.0966666666667,15995329629.666666,951.6700000000001,1073.61
2004-01-01,11923.447,12021.455,14212.34,48633.0,-565.975,11357.472,2982.735,8048.777,203.252,186.7,147.5,2.0,5.7,1073.61,15666824074.333334,998.0966666666667,1134.0933333333335
2004-04-01,12112.815,12185.61,14323.017,48905.0,-617.581,11495.234,2990.824,8147.108,205.595,188.167,150.567,2.08,5.6,1134.0933333333335,17482129628.333332,1073.61,1122.9399999999998
2004-07-01,12305.307,12386.919,14457.832,49243.0,-652.672,11652.635,2996.334,8283.335,208.794,189.367,160.733,2.5,5.4,1122.9399999999998,16382925926.0,1134.0933333333335,1106.8466666666666
2004-10-01,12527.214,12581.653,14605.595,49623.0,-700.336,11826.878,2994.627,8448.621,212.116,191.4,182.0,3.0,5.4,1106.8466666666666,15315235184.333334,1122.9399999999998,1171.98
2005-01-01,12767.286,12854.364,14767.846,50068.0,-696.655,12070.631,3009.569,8551.735,221.014,192.367,188.4,3.5,5.3,1171.98,17235885185.0,1106.8466666666666,1188.4866666666667
2005-04-01,12922.656,12996.998,14839.707,50204.0,-707.21,12215.446,3007.831,8701.145,223.667,193.667,196.133,4.0,5.1,1188.4866666666667,18483399999.666668,1171.98,1179.8933333333332
2005-07-01,13142.642,13225.668,14956.291,50470.0,-750.961,12391.681,3017.773,8868.089,227.453,196.6,216.2,4.5,5.0,1179.8933333333332,22792648147.666668,1188.4866666666667,1227.7733333333333
2005-10-01,13324.204,13378.959,15041.232,50629.0,-804.786,12519.418,3020.133,8955.295,226.527,198.433,233.467,5.0,5.0,1227.7733333333333,23013383332.666668,1179.8933333333332,1234.9266666666665
2006-01-01,13599.16,13654.952,15244.088,51200.0,-790.818,12808.342,3058.483,9100.153,232.391,199.467,230.133,5.58,4.7,1234.9266666666665,25306072222.0,1227.7733333333333,1285.1833333333332
2006-04-01,13753.424,13802.877,15281.525,51210.0,-794.042,12959.382000000001,3057.551,9227.649,238.448,201.267,238.433,6.0,4.6,1285.1833333333332,26477153704.333332,1234.9266666666665,1283.6333333333332
2006-07-01,13870.188,13906.646,15304.517,51155.0,-823.284,13046.904,3053.11,9353.772,250.56,203.167,241.433,6.25,4.6,1283.6333333333332,28239725925.666668,1285.1833333333332,1305.44
2006-10-01,14039.56,14083.697,15433.643,51455.0,-737.668,13301.892,3078.215,9427.368,260.965,202.333,229.433,6.25,4.4,1305.44,27006533333.666668,1283.6333333333332,1398.9533333333336
2007-01-01,14215.651,14258.594,15478.956,51492.0,-739.273,13476.378,3082.482,9572.138,261.629,204.317,232.198,6.25,4.5,1398.9533333333336,29577098147.333332,1305.44,1421.97
2007-04-01,14402.082,14463.277,15577.779,51705.0,-745.806,13656.276,3110.661,9678.713,266.932,206.631,241.051,6.25,4.5,1421.97,32621007406.333332,1398.9533333333336,1505.4466666666667
2007-07-01,14564.117,14681.751,15671.605,51882.0,-728.954,13835.163,3124.883,9798.383,267.799,207.939,248.267,5.75,4.7,1505.4466666666667,34687651851.666664,1421.97,1485.3366666666668
2007-10-01,14715.058,14875.943,15767.146,52066.0,-729.699,13985.359,3149.542,9937.14,275.753,210.49,284.295,4.92,4.8,1485.3366666666668,40653498148.333336,1505.4466666666667,1499.6266666666668
2008-01-01,14706.538,14857.342,15702.906,51740.0,-771.248,13935.29,3156.928,10004.445,281.858,212.77,315.782,3.17,5.0,1499.6266666666668,42053925925.333336,1485.3366666666668,1343.96
2008-04-01,14865.701,15023.21,15792.773,51923.0,-776.404,14089.296999999999,3184.258,10129.869,288.5,215.538,365.369,2.25,5.3,1343.96,50037155555.0,1499.6266666666668,1355.3233333333335
2008-07-01,14898.999,15075.73,15709.562,51523.0,-787.354,14111.645,3210.02,10159.078,283.546,218.861,370.888,2.25,6.0,1355.3233333333335,48811694444.333336,1343.96,1238.8566666666666
2008-10-01,14608.208,14704.022,15366.607,50281.0,-628.474,13979.734,3231.944,9906.942,282.741,213.849,285.582,1.0,6.9,1238.8566666666666,65047018517.666664,1355.3233333333335,922.7466666666666
2009-01-01,14430.901,14551.583,15187.475,49594.0,-420.992,14009.909,3268.818,9814.969,265.934,212.378,240.088,0.5,8.3,922.7466666666666,71919946296.0,1238.8566666666666,786.2800000000001
2009-04-01,14381.236,14504.001,15161.772,49408.0,-358.368,14022.868,3316.62,9805.502,272.852,213.507,228.636,0.5,9.3,786.2800000000001,73782683333.33333,922.7466666666666,903.7566666666667
2009-07-01,14448.882,14631.307,15216.647,49473.0,-423.998,14024.884,3325.682,9939.406,274.687,215.344,234.776,0.5,9.6,903.7566666666667,70948779630.33333,786.2800000000001,1021.7266666666666
2009-10-01,14651.248,14826.345,15379.155,49886.0,-473.254,14177.993999999999,3331.645,10004.996,284.99,217.03,255.612,0.5,9.9,1021.7266666666666,62035287037.0,903.7566666666667,1082.3066666666666
2010-01-01,14764.611,14968.896,15456.059,50036.0,-509.192,14255.419000000002,3317.347,10101.822,277.703,217.374,278.054,0.67,9.8,1082.3066666666666,53316268517.0,1021.7266666666666,1115.93
2010-04-01,14980.193,15187.024,15605.628,50424.0,-542.514,14437.679,3327.564,10208.145,278.066,217.297,272.069,0.75,9.6,1115.93,51702309259.333336,1082.3066666666666,1102.2700000000002
2010-07-01,15141.605,15339.711,15726.282,50706.0,-553.943,14587.662,3304.078,10300.754,282.456,217.934,263.422,0.75,9.5,1102.2700000000002,65650266666.0,1115.93,1097.3766666666668
2010-10-01,15309.471,15522.781,15807.995,50859.0,-523.586,14785.885,3283.046,10430.304,291.481,219.699,286.985,0.75,9.5,1097.3766666666668,48167742590.333336,1102.2700000000002,1207.1499999999999
2011-01-01,15351.444,15574.331,15769.911,50646.0,-568.476,14782.967999999999,3242.78,10558.195,296.82,222.044,317.427,0.75,9.0,1207.1499999999999,47717012963.666664,1097.3766666666668,1313.0566666666666
2011-04-01,15557.535,15780.006,15876.839,50897.0,-581.092,14976.443,3220.816,10673.018,301.716,224.568,343.532,0.75,9.1,1313.0566666666666,44610414815.333336,1207.1499999999999,1343.1499999999999
2011-07-01,15647.681,15893.499,15870.684,50769.0,-567.111,15080.57,3174.801,10755.029,305.483,226.033,345.496,0.75,9.0,1343.1499999999999,45406762964.0,1313.0566666666666,1214.1966666666667
2011-10-01,15842.267,16102.819,16048.702,51232.0,-601.788,15240.479,3172.535,10809.186,309.571,227.047,343.633,0.75,8.6,1214.1966666666667,54131140741.0,1343.1499999999999,1252.6200000000001
2012-01-01,16068.824,16315.076,16179.968,51559.0,-602.271,15466.553,3158.939,10959.301,309.511,228.326,339.226,0.75,8.3,1252.6200000000001,47607620370.333336,1214.1966666666667,1362.1866666666667
2012-04-01,16207.13,16435.293,16253.726,51702.0,-565.241,15641.889,3142.418,11005.055,311.325,228.808,336.49,0.75,8.2,1362.1866666666667,44787579630.0,1252.6200000000001,1356.8
2012-07-01,16319.54,16548.815,16282.151,51684.0,-523.083,15796.457,3137.664,11059.393,314.598,229.841,329.125,0.75,8.0,1356.8,45049007407.333336,1362.1866666666667,1408.8566666666666
2012-10-01,16420.386,16647.723,16300.035,51634.0,-515.874,15904.511999999999,3106.86,11165.703,318.364,231.369,338.124,0.75,7.8,1408.8566666666666,39476277776.666664,1356.8,1418.176666666667
2013-01-01,16629.05,16845.017,16441.485,51998.0,-500.212,16128.838,3078.855,11265.599,329.169,232.299,330.649,0.75,7.7,1418.176666666667,38820335185.0,1408.8566666666666,1527.3266666666666
2013-04-01,16699.551,16928.625,16464.402,51982.0,-499.345,16200.206,3073.677,11290.973,334.245,232.045,322.067,0.75,7.5,1527.3266666666666,39564648148.0,1418.176666666667,1611.53
2013-07-01,16911.068,17151.537,16594.743,52284.0,-482.952,16428.115999999998,3057.212,11379.188,341.741,233.3,334.735,0.75,7.2,1611.53,42313340741.666664,1527.3266666666666,1666.75
2013-10-01,17133.114,17368.794,16712.76,52544.0,-435.068,16698.046000000002,3033.118,11518.351,346.588,234.163,340.092,0.75,6.9,1666.75,36867414814.333336,1611.53,1803.57
2014-01-01,17144.281,17381.812,16654.247,52266.0,-511.282,16632.999,3020.58,11618.108,347.835,235.621,365.385,0.75,6.7,1803.57,38006372221.666664,1666.75,1838.1266666666668
2014-04-01,17462.703,17691.165,16868.109,52840.0,-506.491,16956.212,3024.424,11784.687,354.892,236.872,339.348,0.75,6.2,1838.1266666666668,40274542593.333336,1803.57,1922.5833333333333
2014-07-01,17743.227,17995.3,17064.616,53340.0,-490.466,17252.761,3044.694,11934.297,361.319,237.478,337.419,0.75,6.1,1922.5833333333333,36759781482.0,1838.1266666666668,1968.7766666666666
2014-10-01,17852.54,18075.379,17141.235,53464.0,-531.908,17320.632,3043.215,12053.809,374.088,236.888,312.186,0.75,5.7,1968.7766666666666,35437375925.0,1922.5833333333333,2048.17
2015-01-01,17991.348,18214.218,17280.647,53806.0,-526.916,17464.432,3058.973,12083.904,371.769,235.355,272.956,0.75,5.5,2048.17,44084824074.333336,1968.7766666666666,2055.793333333333
2015-04-01,18193.707,18405.862,17380.875,54021.0,-508.803,17684.904,3085.089,12224.707,374.454,236.96,265.867,0.75,5.4,2055.793333333333,41255824074.666664,2048.17,2085.3366666666666
2015-07-01,18306.96,18520.403,17437.08,54081.0,-543.012,17763.948,3099.082,12347.752,380.7,237.855,248.447,0.75,5.1,2085.3366666666666,38974564814.333336,2055.793333333333,1998.6833333333334
2015-10-01,18332.079,18565.145,17462.579,54045.0,-526.066,17806.013000000003,3110.257,12397.543,386.195,237.837,236.297,0.83,5.0,1998.6833333333334,44914212963.0,2085.3366666666666,2067.9033333333336
2016-01-01,18425.306,18640.558,17565.465,54267.0,-514.394,17910.912,3142.841,12495.078,391.635,237.689,213.328,1.0,4.9,2067.9033333333336,45451435185.666664,1998.6833333333334,1977.4033333333334
2016-04-01,18611.617,18827.942,17618.581,54334.0,-491.683,18119.933999999997,3137.91,12637.36,404.97,239.59,222.885,1.0,4.9,1977.4033333333334,51499768518.666664,2067.9033333333336,2087.0400000000004
2016-07-01,18775.459,18995.777,17724.489,54549.0,-485.079,18290.379999999997,3153.894,12759.058,408.814,240.607,230.128,1.0,4.9,2087.0400000000004,45715053704.0,1977.4033333333334,2170.94
2016-10-01,18968.041,19243.922,17812.56,54714.0,-533.843,18434.198,3160.471,12881.566,412.337,242.135,239.084,1.08,4.8,2170.94,41187185185.666664,2087.0400000000004,2187.93
2017-01-01,19153.912,19427.462,17896.623,54889.0,-533.304,18620.608,3153.834,13046.44,418.354,243.839,250.846,1.33,4.6,2187.93,43842153703.666664,2170.94,2335.0766666666664
2017-04-01,19322.92,19585.223,17996.802,55111.0,-557.054,18765.865999999998,3163.234,13144.402,416.695,244.12,247.33,1.58,4.4,2335.0766666666664,40961735185.666664,2187.93,2406.47
2017-07-01,19558.693,19864.059,18126.226,55408.0,-523.539,19035.154,3160.72,13268.146,425.235,245.287,250.681,1.75,4.3,2406.47,41828764815.0,2335.0766666666664,2487.103333333334
2017-10-01,19882.965,20219.956,18296.685,55835.0,-545.832,19337.133,3182.962,13497.455,433.807,247.238,268.9,1.83,4.2,2487.103333333334,37059890741.333336,2406.47,2632.15
2018-01-01,20143.716,20460.314,18436.262,56192.0,-580.052,19563.664,3189.744,13667.433,447.238,249.254,287.749,2.08,4.0,2632.15,38758522222.333336,2487.103333333334,2726.1699999999996
2018-04-01,20492.492,20793.247,18590.004,56586.0,-539.799,19952.693,3212.179,13864.763,463.122,250.681,291.727,2.33,3.9,2726.1699999999996,43112838890.0,2632.15,2690.563333333333
2018-07-01,20659.102,20930.65,18679.599,56770.0,-623.971,20035.130999999998,3220.013,14002.589,468.321,251.77,299.475,2.58,3.8,2690.563333333333,41241774074.0,2726.1699999999996,2877.263333333333
2018-10-01,20813.325,21101.077,18721.281,56813.0,-640.92,20172.405000000002,3213.368,14119.338,483.675,252.69,293.529,2.83,3.8,2877.263333333333,36346753703.333336,2690.563333333333,2659.5866666666666
2019-01-01,21001.591,21254.334,18833.195,57093.0,-606.4,20395.191,3235.153,14155.552,499.669,253.293,278.366,3.0,3.9,2659.5866666666666,47209372222.333336,2877.263333333333,2774.33
2019-04-01,21289.268,21564.924,18982.528,57480.0,-632.287,20656.981,3274.933,14375.722,513.438,255.283,285.123,3.0,3.6,2774.33,42440988889.666664,2659.5866666666666,2879.883333333333
2019-07-01,21505.012,21780.753,19112.653,57789.0,-613.975,20891.037,3291.711,14529.48,520.209,256.225,279.678,2.75,3.6,2879.883333333333,40249324074.666664,2774.33,2961.193333333333
2019-10-01,21694.458,21955.98,19202.31,57977.0,-532.389,21162.069,3316.263,14653.949,524.331,257.785,280.19,2.25,3.6,2961.193333333333,41470600001.666664,2879.883333333333,3136.44
2020-01-01,21481.367,21721.267,18951.992,57165.0,-541.718,20939.648999999998,3346.322,14439.089,529.754,258.618,262.619,1.58,3.8,3136.44,41073790741.0,2961.193333333333,2921.443333333333
2020-04-01,19477.444,19649.442,17258.205,52031.0,-538.876,18938.568,3378.132,12989.729,519.85,256.418,219.57,0.25,13.0,2921.443333333333,59851442591.0,3136.44,3019.0099999999998
2020-07-01,21138.574,21365.412,18560.774,55933.0,-725.723,20412.851000000002,3360.238,14293.832,539.864,259.438,232.403,0.25,8.8,3019.0099999999998,67143491702.0,2921.443333333333,3378.1433333333334
2020-10-01,21477.597,21728.223,18767.778,56533.0,-798.431,20679.166,3356.03,14467.611,561.269,260.879,234.862,0.25,6.8,3378.1433333333334,52040181958.0,3019.0099999999998,3549.22
