,R^2,MSE train,MSE test
226,0.9956162422985286,3285.9294055515716,3713.0300081276964
227,0.9955706440348053,3160.6226548684153,4401.032034814896
228,0.9949752609423645,3145.686207770159,5346.923480625438
229,0.9965719264145189,2278.2060848991096,11724.208078485539
230,0.9959501737148192,2845.45209410664,5504.091501729808
231,0.9958290860811069,2980.771769171443,8069.1044526367705
232,0.995864867527691,2893.878397673468,5597.90193271129
233,0.9952636658251419,3314.0616977962923,5007.367001015315
234,0.9959563977711893,2770.3946294437924,8226.95425588953
235,0.9958062699325477,3119.2716484920743,4882.233441596367
236,0.9956314247069702,2874.3472799185174,8317.002194350496
237,0.9949734800811659,3362.2580920547375,3306.86255769108
238,0.9956888886767281,2861.3957424684963,4906.549584059331
239,0.9954435426371212,3509.377779197984,3114.013606932885
240,0.9955908019914889,3033.0927636506867,4979.682483121854
241,0.9960648837900324,2650.8932276114256,5822.408062118323
242,0.995519813415055,2960.704267483861,5078.3902315377145
243,0.9957728471330722,2954.4424419263346,4861.7359961348875
244,0.9962169159316457,3011.1584188921283,5144.25508380433
245,0.9954629486761903,3373.9676124930065,3513.3703837591715
246,0.9960177645653231,2576.9163715462823,6039.10051626764
247,0.9955672255375696,3137.311772555503,3988.0604115250057
248,0.9957483156995435,3092.5025089839014,4653.723016893137
249,0.995108616819074,3151.8983325773306,5702.854350950843
250,0.9951088413711177,3232.870961540869,5258.130528777799
251,0.9958413326738816,3203.145923791817,3844.6657365262427
252,0.9956984681478684,3036.096266958278,6069.649022570481
253,0.9957708129907306,3135.5082808086145,4229.146290914194
254,0.9953445444147071,3256.729482766645,4241.374548441394
255,0.9957750498178034,3014.9314961348473,4454.148085280317
256,0.996287873129434,2540.2934738635336,6641.063750992842
257,0.995458489072342,2969.903496728071,5409.65319782899
258,0.9952910423496081,3415.656222674351,3186.280267783755
259,0.9958924170425868,3241.080773119078,3923.812899721755
260,0.9961010010860485,2924.419310726245,5301.747695740449
261,0.9957573316017277,3190.888192824825,4678.694201105268
262,0.995666399297591,2827.349566879365,8743.319462693333
263,0.9960542604036505,2357.103816968533,13460.5889914394
264,0.9959802258863782,2837.0025585539706,5393.059502586856
265,0.9956654872480376,2741.0987290666003,14673.977260338856
266,0.9960067158293008,2878.3335344276943,5213.287427079253
267,0.9957022390210012,3436.2843562515154,3401.411263146193
268,0.9953519723468551,3308.9919549305014,4557.796082915225
269,0.996219987866314,2701.9196395533204,7095.4945079324025
270,0.9960602877769373,2420.0241843062913,8561.688620385215
271,0.9958320498332058,3010.5360065964032,5541.824719358856
272,0.9958106618629349,2598.69986344321,10436.006144229417
273,0.9953818522018576,3062.207529004341,4574.711982924343
274,0.995142283179082,3233.3626039120973,4457.210605593471
275,0.9954385154744199,3224.041344379771,4301.661925319116
276,0.9960981558928261,2526.1547978084773,7850.058675365142
277,0.9958727866809832,2854.648593643236,5241.870005558355
278,0.9962055217059415,2861.276242796781,5629.083797709709
279,0.9955704425011287,3191.5869215124085,3930.220002303646
280,0.9959585229819874,2997.88728562648,4894.949958699307
281,0.9953198543085034,2997.72390311578,4761.915172166545
282,0.9956896112239136,2700.8015151628865,9040.086041645773
283,0.9960796739463561,2847.474174022796,5914.614231578379
284,0.9953776472278711,3237.3878427265427,5575.507389571153
285,0.9959016833032978,2988.0617769852083,4989.034042845017
286,0.9963853581950097,2783.3658426013358,5744.571467987737
287,0.9956370614460186,2936.023445669916,12600.903140830993
288,0.9952326216561883,3257.53665070683,3886.4543698932916
289,0.9960643326060415,3101.140729513238,4257.549270793773
290,0.995200658324141,3720.81477011071,1950.4524112212607
291,0.9956757754001251,2900.352273819687,5703.448554961796
292,0.9955703080649956,3235.8098806390058,3997.4911875658026
293,0.9965227947155672,2502.162155633196,9589.118946720448
294,0.9956183998750672,3345.4624367602473,3882.263073873459
295,0.9958427085591416,3118.083242660948,4553.358241156792
296,0.9954172778530206,3384.1242321245627,3118.7305343684025
297,0.9960085755629009,2693.5501972085085,6119.666840327029
298,0.9955021067524717,3292.4841494551856,3374.5216108159125
299,0.9956550897361824,3458.6996055993236,2898.1866339002104
300,0.9960766361577311,2603.988021749916,7169.314590836297
301,0.9954743175229045,3250.327788868702,3517.58031173626
302,0.9961758825171854,2858.4238997532566,9048.06642184848
303,0.9959684697584512,3083.658382995969,4637.855053885548
304,0.9953042057335513,3145.3514842430673,7349.768123152768
305,0.9956532707695271,3112.511095449266,4487.14833203488
306,0.9949815165328684,3482.853316974992,3512.8163046199365
307,0.9959772676510998,3012.4474546688784,4873.033893910517
308,0.9959163800862586,3042.34287714984,4694.477041647678
309,0.9952683520956601,3316.9943619482765,6459.676333374839
310,0.9956930491738744,3323.745028457508,3884.2191718245363
311,0.9963686061611515,2836.174675827175,5503.807106964075
312,0.9959512454650241,2836.6143973767157,5628.636245219788
313,0.9953094647689907,2931.920182090845,7536.28583550452
314,0.9958557540206484,2941.155695199056,5020.802339090687
315,0.9949696389674519,3308.492595136392,3778.7392700375885
316,0.9954775896651894,2996.8375233196416,5425.286894924335
317,0.9952509559432614,3242.0345387545653,7309.3358947505785
318,0.9955320251448591,3272.887270919721,3703.8181696135007
319,0.9955431990044417,3416.7975437740793,3085.1815457211687
320,0.9955560514280887,2798.045679050305,5445.191749758469
321,0.9960725840763702,2954.4683201658268,4804.338088350794
322,0.9956609540524298,2579.0778359323967,10847.564411045536
323,0.9948434750931685,2783.848092517667,21310.31979825239
324,0.9960392233249621,2863.254083212925,6117.4453505217725
325,0.9960964832963407,3015.2876859268895,4614.326404262397
326,0.9956876363101976,3022.3871447343386,5044.5400283152585
327,0.9946869728746717,3250.74847212183,8876.400607785521
328,0.9958286072449026,2804.3123235399553,6029.250508039695
329,0.9954350220477977,3473.249334559299,3083.263811316433
330,0.9954412789155002,2673.3110180197623,9923.191842579745
331,0.9962189442376852,2501.827807300332,7183.673544760685
332,0.9959136679678073,2925.200943050541,4737.9579229693345
333,0.9951632655758548,3265.00430579651,5446.52398093051
334,0.995421771712306,2933.3309791095094,5703.357301513643
335,0.9955172404291474,2966.848030850933,5030.676228558429
336,0.9958265072502507,2938.8164641131602,5232.79608777444
337,0.9954399132472117,3243.479749849126,4486.407710477132
338,0.9958645113354887,2756.9118901070037,7171.005148567779
339,0.9953195871353167,2932.865345399611,6501.066412372864
340,0.9958547795848096,2671.6001216963377,7393.395429303263
341,0.9955867786604561,3362.6352203919537,3879.8786159938218
342,0.9957740385902878,2906.168406165006,6660.826607043651
343,0.9956583391049151,3134.694179724919,4209.852248439021
344,0.9955908514835802,3177.9407514467334,4186.244069634693
345,0.9955538967086335,3266.299890288106,4595.538394805988
346,0.9954040386773361,2797.8690546195007,24223.804016007685
347,0.9953013968094803,3293.528681082603,3579.9781139217616
348,0.9957696627124719,3064.223144669816,5299.3889161601455
349,0.9958624907142444,2600.3973050463724,12247.380280714196
350,0.9965806278572642,2216.784908277225,10843.618707628504
351,0.9958023392774087,3034.2422749120115,4588.917761737968
352,0.9954160766725952,2695.247559565837,11195.595610043378
353,0.9955823717236991,3088.308432689634,4705.239824992416
354,0.996032525197273,2757.9717364768726,8053.717713091716
355,0.9953658176031384,3209.442876047609,4007.391811747987
356,0.9951533609427781,3469.064079393177,3603.7757186153376
357,0.9953453322198046,3553.4112448917117,2863.9641852038258
358,0.9960950204470413,2753.629309712795,6293.072654396957
359,0.9952857896132912,3038.2654906275607,7149.996862994629
360,0.9959370104119345,3002.2561617120073,4617.665161242561
361,0.9958632650537088,2951.1297138980026,5055.9313321887585
362,0.9958775364702754,2836.893952813346,9324.74036865205
363,0.9959452612910317,2892.5627094422352,5296.577720475213
364,0.9952509981594326,3448.3973958067786,5058.493790494289
365,0.9952542365671477,3305.573255384858,4107.871118482426
366,0.9948556940288719,3376.89704059018,4201.146028164255
367,0.9955321003011814,3065.596328847574,6634.3683833208
368,0.9960114182648294,2313.887757576916,41313.70678090725
369,0.9949464403619451,3649.2509164247354,2552.9502650510094
370,0.9955143124806111,3131.397341267113,5376.251032514672
371,0.9957040299240053,3142.90154608744,7557.573180470611
372,0.9954702213180693,2962.624291722837,5603.454295171069
373,0.9949841466080341,3191.036741416933,6408.784917912465
374,0.9952723882363765,3200.0445964322985,4352.876030311591
375,0.9960099361034873,3044.1830880502757,5406.0208485827025
376,0.9954550307985199,2782.7497607591717,18468.505261208647
377,0.995705565408515,3298.941317700629,3474.296508720106
378,0.9955822550283799,3079.422650068279,5578.058487731088
379,0.9955904702834968,3347.203659869889,3493.82053427352
380,0.9955216205905313,2265.9628542434407,40730.50232098248
381,0.9956012437050069,3299.3895058442977,3941.762324500888
382,0.9959718341525525,3155.0003559725556,3986.54724913478
383,0.9956415904871952,2584.0052149835624,8216.237638881328
384,0.9951143153490954,3207.6834000213994,4313.686952677721
385,0.9948487347589471,3196.471144082671,30966.899677721896
386,0.99523928912872,3472.098327281779,2885.90975860147
387,0.9959801524121671,3028.5758574452116,4526.639065960274
388,0.9959305752152596,2984.6836973722247,5171.917129203451
389,0.9951885806101193,3091.295548743647,9624.004267339666
390,0.9951347353843034,3406.485327312994,3809.3814475573427
391,0.9959389967060507,3016.9522769989558,4555.995737700042
392,0.9960257326032268,2373.477948208228,13865.868321975147
393,0.9957615425478895,2391.2440751591857,65215.81718248041
394,0.9960839149066745,3092.388481005932,4223.734915579008
395,0.9956136476217854,3337.5642387105167,4164.925016289161
396,0.9958352347681823,2795.675067659793,9657.28726669136
397,0.9956154132210366,2718.438164674663,7617.522338689816
398,0.9961808370033505,2763.106976586123,7472.82883252161
399,0.9957375863208635,3066.1178051664738,4607.002907019439
400,0.9959925912199147,2904.4651233378117,4817.119863700569
401,0.995853508020595,3184.541456518353,3790.285535640838
402,0.995880332913642,3038.5541512489513,4778.007343778731
403,0.9954732026951115,3169.677075630928,4814.620890541761
404,0.9956051089806071,2987.3500710258995,5970.230306651416
405,0.9956829942446481,2928.204520235845,6734.222487017796
406,0.995665712608057,2587.512689693771,11433.437717584118
407,0.9960061071431551,2684.7038765930447,5759.972820890016
408,0.9955969259291684,3008.7413890141047,4721.3801213201195
409,0.9954372209744892,3251.7347457283286,5207.691599957428
410,0.995264746613494,3288.6971384377575,6723.704372510155
411,0.9957234130605266,3180.559850486328,3992.2316765298397
412,0.9951938211680698,3116.897990701198,9159.637130676743
413,0.995298706455677,3336.2801927660653,4666.330315817552
414,0.9956203509417778,3167.1671418717115,4133.853336082049
415,0.9960344058320283,2734.351712262424,5783.003031372627
416,0.9957500910249504,3195.400839632835,3868.841479658426
417,0.9956656262232939,3081.434546046022,4298.194194416339
418,0.9951408475609332,3382.250635624143,3839.4429468414764
419,0.9952769468018815,3323.673401976791,4090.411143895124
420,0.9955486890173458,3266.4404845547215,5687.024625111943
421,0.9947697071818897,3177.211310099519,9502.782388955862
422,0.9959529191205515,2750.6083306236615,5753.024708759164
423,0.9960305700826705,2600.276059017373,9036.604199958441
424,0.9956699591121857,2759.36619008262,8723.925216583439
425,0.995610728605132,3242.3418626603584,3846.720125327277
426,0.9960058442708078,2927.8978336208093,9100.621674608896
427,0.9955272960102209,2932.6496315470463,7259.261208808647
428,0.996059452557575,2372.9247351685203,9444.841889276493
429,0.9959971303667808,2934.519191568458,5310.987611758253
430,0.9958359400327143,2923.2928885990177,5038.827431130957
431,0.9960522666253069,2929.163354692096,5718.122928152274
432,0.9948908186184373,3252.2298454568063,6429.29060393529
433,0.9957417166127461,2660.1279098066007,6489.274303342613
434,0.9954168673645214,3319.0913669023284,3264.6451669537614
435,0.9952700088907466,3344.280757698805,4681.897687580198
436,0.9957646412846639,2930.1656456781952,7609.791072320741
437,0.9954538469702436,3224.154021062035,4187.4395843401935
438,0.9952439836127809,2990.9589346982866,4825.18775849796
439,0.9961027232204033,2706.7265320035312,5782.565519045125
440,0.9955340232157982,2796.417049222829,15573.073021303495
441,0.9953566454356458,3018.0918946907245,5537.846282344601
442,0.9954178888646453,3096.299120830947,4654.521841461177
443,0.9951393623272963,3299.8140282470476,3698.345244822418
444,0.995842019456384,2954.8511590340704,4631.432364608638
445,0.9950446671855991,3487.9311407509354,3743.2480866631317
446,0.9952806081569362,3354.216994583188,3261.892824286104
447,0.9954171771585342,3229.528031030275,3934.6310050878
448,0.9948559669079712,3133.8056059540786,8528.182371971003
449,0.9953020764168183,3116.3890327730905,15728.036680455474
450,0.9944136102323727,3362.154178628783,17829.144294646707
451,0.9950726729059891,3263.9632563546775,4475.360431139544
452,0.995225518556417,3235.755119569967,5161.318990283876
453,0.9964138650894008,2519.020966185109,6482.381504319043
454,0.9957533326085942,3041.9480246358053,5419.454480538182
455,0.9961698394621187,2859.6740044389476,6000.40103818483
456,0.9963642943982208,2515.0521228689013,10779.432826670229
457,0.9957876272074273,3234.7520263221277,4013.411054878991
458,0.995544084209618,3358.188082177818,3698.1782593461235
459,0.9959278067283994,2942.8471632498567,5278.544605471259
460,0.9958401145764931,3039.879669451942,4361.582633475863
461,0.9955642650100814,2863.419601661413,6346.742493647906
462,0.995579899177628,3167.8649325287483,5486.780585282797
463,0.9953051132008697,3336.392079585121,3132.298219330163
464,0.9952600664589593,3088.7067589165567,8625.504387252877
465,0.9955335150567408,2822.1075047266727,9594.832891928769
466,0.9958757218871526,3121.4512334332203,4681.304287036053
467,0.9953798077052783,3047.12874531031,6417.319446758556
468,0.9948854368973199,3381.0445470352497,3270.181876022895
469,0.995808667934695,3040.5030228700575,4683.0431543250415
470,0.9955722341906255,3052.072597061365,4725.39673011144
471,0.9953913870947234,2985.8506999873434,5373.850032732233
472,0.9959570087972116,3136.9567406446577,4374.8361763813755
473,0.9955106265668107,3286.876994894776,3964.8134262471895
474,0.9959233158451567,2916.08240578305,4940.682039242739
475,0.9954718930930733,3427.480849433053,3291.880563469704
476,0.9950703003804349,3324.385544161335,4908.346429651391
477,0.9954498346819534,3327.0459896696343,3479.159125017474
478,0.9953278781387327,3212.6906714153815,5456.121761732432
479,0.9954957922725972,3186.3605555168597,4019.784422405552
480,0.9958027751931354,2905.643835215438,5944.43202256505
481,0.9958332061264875,2884.543656555703,6133.857371260591
482,0.9961198569682184,2507.5079842029218,9619.564905934081
483,0.9955890713635593,3145.9883615521935,4813.60708344243
484,0.9958750076466347,2918.0668852775675,6562.622838543571
485,0.9948336140252981,3508.0670864701474,3810.9852903024284
486,0.9955129300218966,3001.228321608461,5293.514591800747
487,0.9948593464338779,3154.884736981241,6865.795102761535
488,0.9956601064142309,2987.561710419607,4917.965547533989
489,0.9960972803750631,2792.189999473569,5731.497312893094
490,0.9958670972244112,2985.161711790705,4902.427268655942
491,0.9957145697884816,3042.296493551087,5080.775061161214
492,0.9955373975527403,3058.9253054535357,4807.070617252161
493,0.9961309996948275,2677.7338975734624,5861.278710673388
494,0.9955918774674224,2937.255539815005,5318.11049409403
495,0.9963244915445658,2608.649488541843,6983.232465534648
496,0.9956724666311375,3094.1021171601014,5042.10365230582
497,0.9953777441157939,3365.056297821899,3559.233324588919
498,0.9950420553893857,3301.152515240311,4285.323971796721
499,0.9952749321771202,3119.8326268695173,28580.30154379612
500,0.9955504853613386,3034.003570558509,5363.084818927462
501,0.9959555252911234,3008.0782586558307,6033.964808106694
502,0.995534358626995,3283.7897946016083,3845.7263439809935
503,0.9956941127787577,2935.826596199523,7697.849439657269
504,0.9950121390839084,3187.4035996450657,7236.731509084314
