random_state,Unnamed: 0,R^2,MSE train,MSE test
384,384,0.9951143153490954,3207.6834000213994,4313.686952677721
386,386,0.99523928912872,3472.098327281779,2885.90975860147
387,387,0.9959801524121672,3028.575857445212,4526.639065960274
388,388,0.9959305752152596,2984.6836973722247,5171.917129203451
389,389,0.9951885806101192,3091.295548743647,9624.004267339666
390,390,0.9951347353843034,3406.485327312994,3809.381447557343
391,391,0.9959389967060508,3016.952276998956,4555.995737700042
394,394,0.9960839149066744,3092.388481005932,4223.734915579008
395,395,0.9956136476217854,3337.5642387105167,4164.925016289161
396,396,0.9958352347681824,2795.675067659793,9657.28726669136
397,397,0.9956154132210366,2718.438164674663,7617.522338689816
398,398,0.9961808370033504,2763.106976586123,7472.82883252161
399,399,0.9957375863208636,3066.1178051664738,4607.002907019439
400,400,0.9959925912199148,2904.465123337812,4817.119863700569
401,401,0.995853508020595,3184.541456518353,3790.285535640838
402,402,0.995880332913642,3038.5541512489517,4778.007343778731
403,403,0.9954732026951116,3169.677075630928,4814.620890541761
404,404,0.9956051089806072,2987.3500710258995,5970.230306651416
405,405,0.995682994244648,2928.204520235845,6734.222487017796
407,407,0.9960061071431552,2684.7038765930447,5759.972820890016
408,408,0.9955969259291684,3008.7413890141047,4721.38012132012
409,409,0.9954372209744892,3251.734745728329,5207.691599957428
410,410,0.995264746613494,3288.697138437757,6723.704372510155
411,411,0.9957234130605266,3180.559850486328,3992.23167652984
412,412,0.9951938211680698,3116.897990701198,9159.637130676743
413,413,0.995298706455677,3336.2801927660653,4666.330315817552
414,414,0.9956203509417778,3167.1671418717115,4133.853336082049
415,415,0.9960344058320284,2734.351712262424,5783.003031372627
416,416,0.9957500910249504,3195.400839632835,3868.841479658426
417,417,0.995665626223294,3081.434546046022,4298.194194416339
418,418,0.9951408475609332,3382.250635624143,3839.442946841477
419,419,0.9952769468018816,3323.673401976791,4090.411143895124
420,420,0.9955486890173458,3266.440484554721,5687.024625111943
421,421,0.9947697071818896,3177.211310099519,9502.782388955862
422,422,0.9959529191205516,2750.608330623661,5753.024708759164
423,423,0.9960305700826704,2600.276059017373,9036.60419995844
424,424,0.9956699591121856,2759.36619008262,8723.925216583439
425,425,0.995610728605132,3242.3418626603584,3846.720125327277
426,426,0.9960058442708078,2927.8978336208093,9100.621674608896
427,427,0.9955272960102208,2932.6496315470463,7259.261208808647
428,428,0.996059452557575,2372.9247351685203,9444.841889276491
429,429,0.9959971303667808,2934.519191568458,5310.987611758253
430,430,0.9958359400327144,2923.2928885990177,5038.827431130957
431,431,0.9960522666253068,2929.163354692096,5718.122928152274
432,432,0.9948908186184372,3252.2298454568063,6429.29060393529
433,433,0.995741716612746,2660.1279098066007,6489.274303342613
434,434,0.9954168673645214,3319.0913669023284,3264.6451669537614
435,435,0.9952700088907466,3344.280757698805,4681.897687580198
436,436,0.995764641284664,2930.1656456781952,7609.791072320741
437,437,0.9954538469702436,3224.154021062035,4187.4395843401935
438,438,0.9952439836127808,2990.9589346982866,4825.18775849796
439,439,0.9961027232204032,2706.7265320035312,5782.565519045125
441,441,0.9953566454356458,3018.0918946907245,5537.846282344601
442,442,0.9954178888646452,3096.299120830947,4654.521841461177
443,443,0.9951393623272964,3299.814028247048,3698.345244822418
444,444,0.995842019456384,2954.8511590340704,4631.432364608638
445,445,0.9950446671855993,3487.931140750936,3743.248086663132
446,446,0.9952806081569362,3354.216994583188,3261.892824286104
447,447,0.9954171771585342,3229.528031030275,3934.6310050878
448,448,0.9948559669079712,3133.8056059540786,8528.182371971003
451,451,0.9950726729059892,3263.963256354677,4475.360431139544
452,452,0.995225518556417,3235.755119569967,5161.318990283876
453,453,0.9964138650894008,2519.020966185109,6482.381504319043
454,454,0.9957533326085942,3041.9480246358053,5419.454480538182
455,455,0.9961698394621188,2859.674004438948,6000.40103818483
457,457,0.9957876272074272,3234.752026322128,4013.411054878991
458,458,0.995544084209618,3358.188082177818,3698.178259346124
459,459,0.9959278067283994,2942.8471632498567,5278.544605471259
460,460,0.9958401145764932,3039.879669451942,4361.582633475863
461,461,0.9955642650100814,2863.419601661413,6346.742493647906
462,462,0.995579899177628,3167.8649325287483,5486.780585282797
463,463,0.9953051132008696,3336.392079585121,3132.298219330163
464,464,0.9952600664589591,3088.7067589165567,8625.504387252877
465,465,0.9955335150567408,2822.1075047266727,9594.832891928769
466,466,0.9958757218871526,3121.4512334332203,4681.304287036053
467,467,0.9953798077052785,3047.12874531031,6417.319446758556
468,468,0.99488543689732,3381.0445470352497,3270.181876022895
469,469,0.995808667934695,3040.503022870057,4683.0431543250415
470,470,0.9955722341906256,3052.072597061365,4725.39673011144
471,471,0.9953913870947234,2985.8506999873434,5373.850032732233
472,472,0.9959570087972116,3136.9567406446577,4374.836176381376
473,473,0.9955106265668108,3286.876994894776,3964.8134262471895
474,474,0.9959233158451568,2916.08240578305,4940.682039242739
475,475,0.9954718930930732,3427.480849433053,3291.880563469704
476,476,0.9950703003804348,3324.385544161335,4908.346429651391
477,477,0.9954498346819534,3327.0459896696343,3479.159125017474
478,478,0.9953278781387328,3212.690671415381,5456.121761732432
479,479,0.9954957922725972,3186.36055551686,4019.784422405552
480,480,0.9958027751931354,2905.643835215438,5944.43202256505
481,481,0.9958332061264876,2884.543656555703,6133.857371260591
482,482,0.9961198569682184,2507.5079842029218,9619.56490593408
483,483,0.9955890713635592,3145.988361552193,4813.60708344243
484,484,0.9958750076466348,2918.0668852775675,6562.622838543571
485,485,0.994833614025298,3508.0670864701474,3810.985290302429
486,486,0.9955129300218966,3001.228321608461,5293.514591800747
487,487,0.994859346433878,3154.884736981241,6865.795102761535
488,488,0.9956601064142308,2987.561710419607,4917.965547533989
489,489,0.9960972803750632,2792.189999473569,5731.497312893094
490,490,0.9958670972244112,2985.161711790705,4902.427268655942
491,491,0.9957145697884816,3042.296493551087,5080.775061161214
492,492,0.9955373975527404,3058.925305453536,4807.070617252161
493,493,0.9961309996948275,2677.7338975734624,5861.278710673388
494,494,0.9955918774674224,2937.255539815005,5318.11049409403
495,495,0.9963244915445658,2608.649488541843,6983.232465534648
496,496,0.9956724666311376,3094.102117160101,5042.10365230582
497,497,0.995377744115794,3365.056297821899,3559.233324588919
498,498,0.9950420553893856,3301.152515240311,4285.323971796721
500,500,0.9955504853613386,3034.003570558509,5363.084818927462
501,501,0.9959555252911234,3008.0782586558307,6033.964808106694
502,502,0.995534358626995,3283.7897946016083,3845.7263439809935
503,503,0.9956941127787576,2935.826596199523,7697.849439657269
504,504,0.9950121390839084,3187.4035996450657,7236.731509084314
505,505,0.9955518225607536,3282.0200915863825,3638.838324115225
507,507,0.996187923942991,2793.0631938731617,6648.752180844882
508,508,0.9956392336246236,3215.859911136513,3994.785639016141
