,gdp,gnp,real_gdp,real_gdp_per_capita,net_exports,gni,govt_spending,consumer_spending,private_domestic_investment,cpi,consumer_oil_price,ir,unemployment_rate,Close,Volume,ClosePrev,CloseNext,%gdp,%gnp,%real_gdp,%real_gdp_per_capita,%net_exports,%gni,%govt_spending,%consumer_spending,%private_domestic_investment,%cpi,%consumer_oil_price,%ir,%unemployment_rate,%Close,%Volume,%ClosePrev,%CloseNext,DIFF_gdp,DIFF_gnp,DIFF_real_gdp,DIFF_real_gdp_per_capita,DIFF_net_exports,DIFF_gni,DIFF_govt_spending,DIFF_consumer_spending,DIFF_private_domestic_investment,DIFF_cpi,DIFF_consumer_oil_price,DIFF_ir,DIFF_unemployment_rate,DIFF_Close,DIFF_Volume,DIFF_ClosePrev,DIFF_CloseNext,LR_gdp,LR_gnp,LR_real_gdp,LR_real_gdp_per_capita,LR_net_exports,LR_gni,LR_govt_spending,LR_consumer_spending,LR_private_domestic_investment,LR_cpi,LR_consumer_oil_price,LR_ir,LR_unemployment_rate,LR_Close,LR_Volume,LR_ClosePrev,LR_CloseNext
gdp,1.0,0.9999836912031806,0.9845306621171251,0.9607955712994216,-0.9172367447773319,0.9998662785298044,0.9432960471842545,0.9997794565511366,0.9861882186120919,0.97861738578513,0.9377197971989467,-0.4262051911328718,0.12078229705153147,0.9495674423230155,0.8949268493768086,0.9518731412402439,0.9448501803007057,-0.2767116752728926,-0.2733130396253689,-0.13731965202202753,-0.08088498762150087,-0.06821953878580132,-0.27758170267890614,-0.17866427721030056,-0.24383631977827014,-0.26900517963131154,-0.2505188174195988,-0.021555734110523684,-0.05638104679009327,0.03662936553519478,0.018872838809693343,-0.048824087447360304,0.009268400913014306,0.025642173183593377,0.32653516653227,0.3202279657700883,0.1290215576842679,0.04375732000109359,-0.10837842931509713,0.32352119450817,-0.05638738340952828,0.31915379501588476,0.5930281687022239,0.3158802207474268,0.045230229153896774,-0.07964622932020615,-0.02059588849395495,0.3089932248483567,0.05788524009128049,0.28155645581824595,0.3278519132111117,-0.27671167527289253,-0.273313039625329,-0.13731965202203145,-0.08088498762150666,-0.06821953878580128,-0.27758170267886867,-0.17866427721031275,-0.24383631977822218,-0.26900517963132975,-0.25051881741956145,-0.021555734110521738,-0.056381046790090955,0.03662936553519457,0.018872838809689065,-0.04882408744735943,0.009268400913010897,0.025642173183601215
gnp,0.9999836912031806,1.0,0.9839366994367962,0.9598255076711548,-0.9166407184329038,0.9998738264427465,0.9422304263402151,0.9998233227251923,0.986571229812956,0.977938637070914,0.9384876908467429,-0.42722157423306106,0.12158142200704103,0.9497651207465683,0.8960214783562,0.9520213275001863,0.9450783498144341,-0.27631646858717895,-0.272852495082726,-0.1372146494264396,-0.08076141665549685,-0.06807096375755378,-0.2771629499755163,-0.17877198528149718,-0.24362046892936334,-0.2683207444875028,-0.2500956675793482,-0.021282165897667037,-0.05598252876365405,0.03623230307605881,0.01906461861836436,-0.049424279742169654,0.009421684932571069,0.025816792950790285,0.3265941685074261,0.3203590487075422,0.12897153367704886,0.04380003290922968,-0.10824933739702439,0.3236036650397657,-0.057388769021790104,0.3191234240548221,0.5934539878883586,0.3155656816640047,0.045644204619935014,-0.07937619510907057,-0.021039379893679922,0.309710020901372,0.05676366887146097,0.2820436177675132,0.3283283780817396,-0.276316468587179,-0.27285249508268616,-0.1372146494264436,-0.08076141665550254,-0.06807096375755375,-0.2771629499754789,-0.17877198528150945,-0.24362046892931544,-0.26832074448752113,-0.25009566757931084,-0.021282165897665073,-0.05598252876365176,0.03623230307605861,0.01906461861836007,-0.049424279742168786,0.009421684932567672,0.025816792950798133
real_gdp,0.9845306621171251,0.9839366994367962,1.0,0.9942013763471683,-0.904937482289826,0.9843214280728312,0.9820640761112169,0.9819351431555533,0.9496834357097196,0.99252656436544,0.9233753675727139,-0.32668858568584735,0.15546536921934145,0.9071151762074855,0.8483524367723762,0.9104798884045656,0.9010075923471782,-0.25207305096742794,-0.2484781142908431,-0.1350887269957705,-0.07531973671064646,-0.07186094809170238,-0.2552470796273785,-0.20784392956969885,-0.21020782647891756,-0.2954245569105944,-0.1922961132401491,0.0020069450458396073,-0.05144109328987134,0.02234457795792433,0.006254187398427611,-0.037882453950698156,-0.0012646024644289643,0.009369970350958998,0.3332711355249468,0.3272453416873209,0.1429925770616134,0.05525976064612309,-0.10968118854434053,0.3303456724105016,-0.056781600085998425,0.32269912243521987,0.5612495484574707,0.36386770066970886,0.057832393600529323,-0.07471458866760418,-0.02311785730516847,0.2800059849597933,0.06095103888940631,0.2573025127320857,0.29242651238317274,-0.25207305096742577,-0.24847811429080355,-0.1350887269957766,-0.0753197367106546,-0.07186094809170232,-0.25524707962734033,-0.20784392956971168,-0.21020782647886835,-0.2954245569106123,-0.19229611324011098,0.0020069450458411113,-0.05144109328986919,0.022344577957924206,0.0062541873984231795,-0.03788245395069716,-0.0012646024644323997,0.009369970350967729
real_gdp_per_capita,0.9607955712994216,0.9598255076711548,0.9942013763471683,1.0,-0.8823806359988137,0.9606217848778248,0.9908722896932047,0.956553356653808,0.9143866671202674,0.9879580322059927,0.8999131839096475,-0.257275375039289,0.1683002364729018,0.8691906664116111,0.8030348508703773,0.8728144688907701,0.8626144489199115,-0.23129834751774167,-0.22783559900034187,-0.12906388942998617,-0.06830947537327564,-0.07377605854949376,-0.23536657742151432,-0.21646981879478763,-0.18500005080768855,-0.29930102290701416,-0.15305411879033548,0.015525242813248007,-0.048880730911793555,0.010913245396640195,0.0029510600279140666,-0.03174779580661337,-0.002549586244692502,0.0024757967686032836,0.33652263276952543,0.33051590310988865,0.15231173280504007,0.06453954855288768,-0.10913404130474155,0.3338298341780948,-0.050460193613063566,0.32454781219578566,0.5394275790782828,0.39420416900926025,0.06571604251468884,-0.07112792988592896,-0.027893737632491197,0.2630799841549763,0.06226354652113129,0.24250418296763168,0.27081063118486287,-0.2312983475177382,-0.22783559900030334,-0.12906388942999356,-0.06830947537328488,-0.07377605854949368,-0.23536657742147654,-0.21646981879480026,-0.18500005080763895,-0.29930102290703137,-0.15305411879029748,0.015525242813249315,-0.048880730911791494,0.010913245396640072,0.0029510600279096257,-0.0317477958066123,-0.0025495862446959106,0.002475796768612408
net_exports,-0.9172367447773319,-0.9166407184329038,-0.904937482289826,-0.8823806359988137,1.0,-0.9105999412927521,-0.8728419528399907,-0.9205152918318479,-0.8920818034735888,-0.8846433094665571,-0.8960693820217016,0.42209408911965535,-0.05759127999235662,-0.8643673362410033,-0.8577731194594895,-0.8683508375767389,-0.8565081306262795,0.23987289697894787,0.23568548983598261,0.11275131236429431,0.062122752402973144,0.06424899812112304,0.24677191353986277,0.14296630781784828,0.2075936566891333,0.24626098442792646,0.2315533168072163,-0.06660513663114756,0.016235700294446972,-0.013454824902363799,0.013098194859294128,0.03403771222046376,0.01650418708716427,0.030954016640073308,-0.3315881556109838,-0.326129421437897,-0.13461212338144124,-0.05468244291815417,0.15741199643560297,-0.32087878980624707,0.033578615085792046,-0.3320351913836275,-0.5376885582119393,-0.3233285693731536,-0.14163700524016531,0.04847709095511262,0.04038536212505043,-0.2566610607482716,-0.08930174639840326,-0.22836144536650263,-0.2521938729570787,0.23987289697894992,0.23568548983594484,0.11275131236429946,0.06212275240297891,0.064248998121123,0.24677191353982844,0.14296630781785985,0.20759365668908858,0.24626098442794325,0.23155331680718258,-0.0666051366311496,0.016235700294444773,-0.013454824902363875,0.013098194859297488,0.03403771222046291,0.01650418708716702,0.030954016640066747
gni,0.9998662785298044,0.9998738264427465,0.9843214280728312,0.9606217848778248,-0.9105999412927521,1.0,0.9428572425122591,0.9995028659114513,0.986568942236181,0.9790194121296886,0.9361182084106333,-0.42486886408248886,0.12294994457428231,0.9497118581809447,0.893291777289214,0.9519405360159812,0.9451402407466282,-0.2772468369816995,-0.27389258466613914,-0.13784332463262142,-0.08136959573266732,-0.06814163089749678,-0.2778662841700348,-0.1794988496771791,-0.2444631051445347,-0.26898893178973154,-0.2504127257010465,-0.025098876280761115,-0.05783002790601765,0.037451396001799364,0.02011869663989071,-0.0492586945485053,0.010293711335402677,0.027875061168390936,0.32517460095690154,0.3188548413688789,0.12833642205650014,0.04315428696109561,-0.10598272930641339,0.32248719110090796,-0.05712462442894741,0.3174979167648624,0.5932058049367013,0.31445894543886005,0.04111272044313839,-0.08064455198424197,-0.01971073990577147,0.3100504368060872,0.05639108396227664,0.2827459803024602,0.32980012372948103,-0.2772468369816994,-0.2738925846660993,-0.13784332463262525,-0.08136959573267306,-0.06814163089749674,-0.2778662841699973,-0.17949884967719137,-0.24446310514448671,-0.26898893178974953,-0.25041272570100914,-0.025098876280759127,-0.05783002790601535,0.037451396001799135,0.020118696639886406,-0.04925869454850444,0.01029371133539927,0.027875061168398847
govt_spending,0.9432960471842545,0.9422304263402151,0.9820640761112169,0.9908722896932047,-0.8728419528399907,0.9428572425122591,1.0,0.9394040094333551,0.8910418689990037,0.9789165577851963,0.8921498528927952,-0.2698332732110163,0.22036911991690383,0.8320492552010619,0.8110665981811072,0.8371560017019799,0.8252054807727247,-0.26541022715770346,-0.2613296323610244,-0.15188134170162393,-0.0913769513277205,-0.07238242155560358,-0.26859347036408765,-0.23632050598383073,-0.20793985966010486,-0.33616285441361393,-0.17937921747669816,-0.0004663568345580915,-0.07510781809883081,0.042407825038296085,-0.010353848042766817,-0.026931352169390757,-0.0214223559608849,-0.0006863727294401521,0.3060346778537711,0.3011635640894339,0.12550540366251567,0.037623460676624726,-0.09586890835687988,0.3041314205074545,-0.061153626953901905,0.29711391547738353,0.4961100762865598,0.37316816532998703,0.05841450732911263,-0.1020295272792858,0.00481523106511022,0.23045416268630872,0.06664729735072744,0.2120258743962194,0.25212359464807915,-0.26541022715769896,-0.26132963236098694,-0.15188134170163103,-0.09137695132772988,-0.07238242155560352,-0.268593470364051,-0.2363205059838427,-0.2079398596600558,-0.3361628544136306,-0.17937921747666255,-0.0004663568345567441,-0.07510781809882874,0.04240782503829595,-0.010353848042771232,-0.026931352169389643,-0.02142235596088829,-0.0006863727294308834
consumer_spending,0.9997794565511366,0.9998233227251923,0.9819351431555533,0.956553356653808,-0.9205152918318479,0.9995028659114513,0.9394040094333551,1.0,0.9871126681244593,0.9753079042158329,0.9391708980346976,-0.43844242214352336,0.11846589369525437,0.9503137001861233,0.9010093850065112,0.9526299454497276,0.9456043709716071,-0.2776008287843068,-0.27403940605752586,-0.13680425508733055,-0.08071115114001091,-0.06750071610675305,-0.27830366046519345,-0.177647970433269,-0.24457048703430886,-0.2690595647284608,-0.2543778869699422,-0.019740998221680073,-0.054500025289923405,0.035396169731321286,0.01775728075034825,-0.05057979697500236,0.007078154751067636,0.024800119324523744,0.32685208152153505,0.32069392575299194,0.1286927610999177,0.0435313966967614,-0.10828654913446355,0.3238670132748323,-0.05908648823991841,0.3204833531384895,0.592429006879734,0.31218603834016323,0.04818025616601726,-0.07908661337092243,-0.021522729549940684,0.3091220190940415,0.05621142874169364,0.27970893885309955,0.3282605438964555,-0.27760082878430725,-0.27403940605748606,-0.1368042550873343,-0.08071115114001651,-0.06750071610675298,-0.278303660465156,-0.17764797043328126,-0.24457048703426124,-0.269059564728479,-0.25437788696990493,-0.019740998221678095,-0.05450002528992111,0.0353961697313211,0.017757280750343975,-0.05057979697500153,0.007078154751064243,0.02480011932453153
private_domestic_investment,0.9861882186120919,0.986571229812956,0.9496834357097196,0.9143866671202674,-0.8920818034735888,0.986568942236181,0.8910418689990037,0.9871126681244593,1.0,0.9396247395956754,0.905632462223357,-0.4593352570214599,0.0855345025131263,0.9807104053464842,0.896068165556429,0.9815279670583004,0.9783676691383723,-0.27363761611617127,-0.27104028551622333,-0.13635654068838143,-0.08016197499541317,-0.06275078819936265,-0.27615848295898404,-0.15999434615730146,-0.2408173420020215,-0.23722330737976266,-0.25698771879299775,-0.030272878499226944,-0.07561844023786152,0.06796514553817438,0.024251037398318923,-0.048557342451379756,0.013979528846268163,0.03469012036109944,0.3126688854147661,0.30555212767827167,0.11225204552794973,0.034527456369985284,-0.12561043759393464,0.3062563478524303,-0.04708575812078786,0.3120664793605103,0.6264429156126017,0.2897320082936105,0.03479428896896183,-0.08816250372761682,-0.008239178414746154,0.3395447590195128,0.05955393706997376,0.3082978283806014,0.3714092659542472,-0.2736376161161724,-0.27104028551618353,-0.13635654068838352,-0.0801619749954175,-0.06275078819936261,-0.2761584829589481,-0.15999434615731345,-0.24081734200197605,-0.23722330737978065,-0.25698771879296145,-0.030272878499224998,-0.07561844023785923,0.0679651455381741,0.02425103739831462,-0.048557342451379076,0.01397952884626483,0.03469012036110659
cpi,0.97861738578513,0.977938637070914,0.99252656436544,0.9879580322059927,-0.8846433094665571,0.9790194121296886,0.9789165577851963,0.9753079042158329,0.9396247395956754,1.0,0.9249862901791381,-0.3273741323182994,0.2003551337643257,0.8880626974678322,0.8377697019709102,0.8913984255369386,0.8825115595290883,-0.2780719297271133,-0.27500034818825575,-0.14656392665312326,-0.08981472811016852,-0.07439723942341157,-0.28080066693693967,-0.19487934691664244,-0.23656020407228384,-0.2938756654080787,-0.21936196559574817,-0.02123824875892141,-0.069545022245777,0.03554578393452829,0.021899607394831523,-0.03751636571491721,0.012574966544546795,0.02986603436055682,0.3199485527169316,0.31387474976079843,0.12994954220279706,0.04065297222973417,-0.10594488105677095,0.31703533855222016,-0.05362086119508627,0.3105161695567054,0.5475498974014914,0.3594549231348569,0.0467099223722542,-0.1023777950517929,-0.011191993246575114,0.2735806314565514,0.06169307380136247,0.2539605590817174,0.29183798088871077,-0.27807192972711126,-0.27500034818821806,-0.14656392665312964,-0.08981472811017685,-0.0743972394234115,-0.28080066693690264,-0.19487934691665412,-0.2365602040722349,-0.29387566540809607,-0.2193619655957106,-0.021238248758919585,-0.06954502224577484,0.03554578393452809,0.021899607394827356,-0.037516365714916095,0.012574966544543483,0.029866034360565653
