Date,Open,High,Low,Close,Volume
31/10/1992,417.8,421.16,396.8,418.68,2503894443
30/11/1992,418.66,431.93,415.58,431.35,2304872221
31/12/1992,431.35,442.65,428.61,435.71,2708972221
31/1/1993,435.7,442.66,426.88,438.78,2933805557
28/2/1993,438.78,450.04,428.25,443.38,3023583332
31/3/1993,443.38,456.76,441.07,451.67,3203861111
30/4/1993,451.67,452.63,432.3,440.19,3251761113
31/5/1993,440.19,454.55,436.86,450.19,2838133333
30/6/1993,450.23,455.63,442.5,450.53,3080222222
31/7/1993,450.54,451.15,441.4,448.13,2949183332
31/8/1993,448.13,463.56,446.94,463.56,3059000002
30/9/1993,463.55,463.8,449.64,458.93,3084844443
31/10/1993,458.93,471.1,456.4,467.83,3300255555
30/11/1993,467.83,469.11,454.36,461.79,3264783334
31/12/1993,461.93,471.29,461.45,466.45,3217338889
31/1/1994,466.51,482.85,464.36,481.61,3681883334
28/2/1994,481.6,482.23,464.26,467.14,3251722222
31/3/1994,467.19,471.09,436.16,445.77,4013894446
30/4/1994,445.66,452.79,435.86,450.91,3186116668
31/5/1994,450.91,457.77,440.78,456.5,3153316667
30/6/1994,456.5,463.23,439.83,444.27,3251483335
31/7/1994,444.27,459.33,443.58,458.26,2766722222
31/8/1994,458.28,477.59,456.08,475.49,3554861113
30/9/1994,475.49,475.49,458.47,462.71,3418261109
31/10/1994,462.69,474.74,449.27,472.35,3524833333
30/11/1994,472.26,472.26,444.18,453.69,3472911113
31/12/1994,453.55,462.73,442.88,459.27,3528627777
31/1/1995,459.21,471.36,457.2,470.42,3806700001
28/2/1995,470.42,489.19,469.29,487.39,3516722221
31/3/1995,487.39,508.15,479.7,500.71,4329111109
30/4/1995,500.7,515.29,500.2,514.71,3503905556
31/5/1995,514.76,533.41,513.03,533.4,4197605555
30/6/1995,533.4,551.07,526,544.75,4197583333
31/7/1995,544.75,565.4,542.51,562.06,4059977778
31/8/1995,562.06,565.62,553.04,561.88,3970344445
30/9/1995,561.88,587.61,561.01,584.41,3918238888
31/10/1995,584.41,590.66,571.55,581.5,4468511111
30/11/1995,581.5,608.69,581.04,605.37,4223416666
31/12/1995,605.37,622.88,605.05,615.93,4276411115
31/1/1996,615.93,636.18,597.29,636.02,5104472223
29/2/1996,636.02,664.23,633.71,640.43,4861088889
31/3/1996,640.43,656.97,627.63,645.5,4991222222
30/4/1996,645.5,656.68,624.14,654.17,4930877777
31/5/1996,654.17,681.1,630.07,669.12,4956188891
30/6/1996,669.12,680.32,658.75,670.63,4406022223
31/7/1996,670.63,675.88,605.88,639.95,4916588889
31/8/1996,639.95,670.68,639.49,651.99,4100177777
30/9/1996,651.99,690.88,643.97,687.33,4480038888
31/10/1996,687.31,714.1,684.44,705.27,5390927779
30/11/1996,705.27,762.12,701.3,757.02,4868805555
31/12/1996,757.02,761.75,716.69,740.74,5049538888
31/1/1997,740.74,794.67,729.55,786.16,6464349998
28/2/1997,786.16,817.68,773.43,790.82,5397738890
31/3/1997,790.82,814.9,756.13,757.12,5622644442
30/4/1997,757.12,804.13,733.54,801.34,5808266665
31/5/1997,801.34,851.87,793.21,848.28,5614805555
30/6/1997,848.28,902.09,838.82,885.14,6032194443
31/7/1997,885.14,957.73,884.54,954.31,6643400001
31/8/1997,954.29,964.17,893.34,899.47,5892277779
30/9/1997,899.47,960.59,899.47,947.28,6323888891
31/10/1997,947.28,983.12,855.27,914.62,7787366667
30/11/1997,914.62,964.55,900.61,955.4,5652011111
31/12/1997,955.4,986.25,924.92,970.43,6643822225
31/1/1998,970.43,992.65,912.83,980.28,7074350003
28/2/1998,980.28,1051.66,980.28,1049.34,6475861110
31/3/1998,1049.34,1113.07,1030.87,1101.75,7621994443
30/4/1998,1101.75,1132.98,1076.7,1111.75,7586699999
31/5/1998,1111.75,1130.52,1074.39,1090.82,6376188890
30/6/1998,1090.82,1145.15,1074.67,1133.84,7528872223
31/7/1998,1133.84,1190.58,1114.3,1120.67,7886000001
31/8/1998,1120.67,1121.79,957.28,957.28,8373083335
30/9/1998,957.28,1066.11,939.98,1017.01,9285600002
31/10/1998,1017.01,1103.78,923.32,1098.67,10000916665
30/11/1998,1098.67,1192.97,1098.67,1163.63,7472933335
31/12/1998,1163.63,1244.93,1136.89,1229.23,8434138890
31/1/1999,1229.23,1280.37,1205.46,1279.64,9007500001
28/2/1999,1279.64,1283.84,1211.89,1238.33,8086588888
31/3/1999,1238.33,1323.82,1216.03,1286.37,10001388890
30/4/1999,1286.37,1371.56,1282.56,1335.18,10290666667
31/5/1999,1335.18,1375.98,1277.31,1301.84,8822366667
30/6/1999,1301.84,1372.93,1277.47,1372.71,8932872226
31/7/1999,1372.71,1420.33,1328.49,1328.72,8518294443
31/8/1999,1328.72,1382.84,1267.73,1320.41,8788083333
30/9/1999,1320.41,1361.39,1256.26,1282.71,9132611113
31/10/1999,1282.71,1373.17,1233.7,1362.93,10462222222
30/11/1999,1362.93,1425.31,1346.41,1389.07,10213788889
31/12/1999,1388.91,1473.13,1387.38,1469.25,10911494445
31/1/2000,1477.87,1478.38,1350.14,1394.46,11941333334
29/2/2000,1395.56,1444.52,1325.02,1366.42,11617777779
31/3/2000,1366.36,1553.1,1346.46,1498.58,14531222225
30/4/2000,1490.23,1527.13,1339.33,1452.43,11170255554
31/5/2000,1457.14,1481.44,1361.2,1420.64,11054611110
30/6/2000,1426.79,1488.98,1426.03,1454.6,12076833336
31/7/2000,1452.36,1517.25,1414.17,1430.83,10605055554
31/8/2000,1430.37,1525.3,1425.85,1517.68,11313166668
30/9/2000,1520.79,1530.03,1419.45,1436.51,11576833333
31/10/2000,1443.56,1454.57,1306.06,1429.39,14417444445
30/11/2000,1423.1,1438.44,1295.05,1314.95,11406833334
31/12/2000,1319.71,1388.81,1254.19,1320.28,13117111114
31/1/2001,1321.62,1383.37,1274.88,1367.11,15461000000
28/2/2001,1365.38,1376.16,1215.39,1236.81,12024666666
31/3/2001,1237.17,1267.27,1081.19,1160.33,15448116667
30/4/2001,1160.09,1269.3,1092.06,1249.46,14116661111
31/5/2001,1249.38,1315.89,1232,1255.82,13625500000
30/6/2001,1257.83,1286.59,1203.03,1224.79,13748905556
31/7/2001,1225.54,1239.74,1165.57,1211.23,13218727778
31/8/2001,1214.05,1226.29,1124.89,1133.58,12977333333
30/9/2001,1133.48,1155.47,944.07,1040.17,13902938889
31/10/2001,1039.3,1109.73,1026.03,1059.01,16639600001
30/11/2001,1061.1,1163.38,1053.52,1137.88,14627777780
31/12/2001,1135.44,1173.34,1114.5,1148.08,13960316666
31/1/2002,1148.08,1176.97,1081.66,1130.21,16525666669
28/2/2002,1130.2,1130.2,1074.36,1106.73,14470888889
31/3/2002,1106.73,1173.94,1106.73,1147.39,14757333332
30/4/2002,1147.39,1147.84,1063.46,1076.92,15871611110
31/5/2002,1076.92,1106.59,1048.96,1067.14,14947500000
30/6/2002,1067.14,1070.74,952.92,989.82,16656394445
31/7/2002,989.82,994.46,775.68,911.62,23460399999
31/8/2002,911.62,965,833.44,916.07,16276888887
30/9/2002,916.07,924.02,800.2,815.28,15402061112
31/10/2002,815.28,907.49,768.58,885.76,21031283335
30/11/2002,885.76,941.85,872.02,936.31,16222755556
31/12/2002,941.55,954.4,869.42,879.82,14440911110
31/1/2003,881.69,935.11,840.31,855.7,17083099998
28/2/2003,856.53,864.66,806.31,841.15,14019611111
31/3/2003,843.82,895.78,788.9,848.18,16711127779
30/4/2003,849.17,924.24,847.81,916.92,16483116666
31/5/2003,916.8,965.38,902.83,963.59,17195611111
30/6/2003,965.31,1015.33,964.47,974.5,17344111112
31/7/2003,973.83,1015.41,962.1,990.31,17529555555
31/8/2003,989.73,1011.01,960.84,1008.01,13823038889
30/9/2003,1008.01,1040.18,990.34,995.97,16633394445
31/10/2003,997.12,1053.72,997.12,1050.71,17943611112
30/11/2003,1051.75,1063.65,1031.24,1058.2,13590677779
31/12/2003,1061.89,1112.52,1053.52,1111.92,15466183332
31/1/2004,1112.61,1155.37,1105.02,1131.13,18233333332
29/2/2004,1131.92,1158.99,1124.45,1144.94,15547555554
31/3/2004,1146.15,1163.09,1087.48,1126.21,18665499999
30/4/2004,1126.21,1150.57,1107.24,1107.3,17562166667
31/5/2004,1108.88,1127.65,1076.39,1120.68,16292444444
30/6/2004,1120.68,1146.33,1113.4,1140.84,15294166667
31/7/2004,1140.84,1140.84,1078.85,1101.72,16269777778
31/8/2004,1101.72,1109.66,1060.74,1104.24,14770444443
30/9/2004,1103.35,1131.52,1099.31,1114.58,14905483332
31/10/2004,1114.58,1142.05,1090.23,1130.2,17506111110
30/11/2004,1130.2,1188.46,1127.63,1173.82,16922377778
31/12/2004,1173.83,1217.33,1173.76,1211.92,17279166667
31/1/2005,1213.43,1217.9,1163.75,1181.27,17499333333
28/2/2005,1181.26,1212.44,1181.03,1203.6,16276338888
31/3/2005,1204.72,1229.11,1163.69,1180.59,21674527778
30/4/2005,1181.44,1191.88,1136.22,1156.85,24124594443
31/5/2005,1156.85,1199.56,1146.18,1191.5,21845550000
30/6/2005,1191.07,1219.59,1188.3,1191.33,22407800000
31/7/2005,1191.33,1245.15,1183.55,1234.18,20813705553
31/8/2005,1234.86,1245.86,1201.07,1220.33,23350050001
30/9/2005,1219.71,1243.13,1205.35,1228.81,24876394444
31/10/2005,1228.81,1233.34,1168.2,1207.01,27663216665
30/11/2005,1205.85,1270.64,1201.07,1249.48,25057150000
31/12/2005,1249.48,1275.8,1246.59,1248.29,23197850001
31/1/2006,1252.03,1294.9,1245.74,1280.08,27339805558
28/2/2006,1280.08,1297.56,1253.61,1280.66,23811077777
31/3/2006,1281.65,1310.88,1268.42,1294.81,28280577778
30/4/2006,1302.88,1318.16,1280.74,1310.61,24060238890
31/5/2006,1311.1,1326.7,1245.34,1270.09,30173794443
30/6/2006,1270.22,1290.68,1219.29,1270.2,30485144444
31/7/2006,1270.93,1280.42,1224.54,1276.66,25749011112
31/8/2006,1275.76,1306.74,1261.3,1303.81,28047566667
30/9/2006,1303.8,1340.28,1290.93,1335.85,27223022222
31/10/2006,1335.56,1389.45,1327.1,1377.93,31552011111
30/11/2006,1377.76,1407.89,1360.98,1400.63,30746627777
31/12/2006,1400.63,1431.81,1385.93,1418.3,26432655554
31/1/2007,1418.03,1441.61,1403.97,1438.24,31492333333
28/2/2007,1437.9,1461.56,1389.42,1406.81,28802772220
31/3/2007,1402.97,1438.89,1364.14,1420.86,37567916666
30/4/2007,1420.83,1498.02,1416.37,1482.37,31684705556
31/5/2007,1483,1535.56,1476.7,1530.62,36087805555
30/6/2007,1530.62,1540.56,1484.18,1503.35,36290444444
31/7/2007,1503.35,1555.9,1454.22,1455.27,39076350000
31/8/2007,1455.27,1503.41,1370.6,1473.99,50767644446
30/9/2007,1473.99,1538.74,1439.29,1526.75,32116499999
31/10/2007,1526.75,1576.09,1489.56,1549.38,42234766664
30/11/2007,1549.38,1549.38,1406.1,1481.14,47914972224
31/12/2007,1481.14,1523.56,1435.65,1468.36,36012038888
31/1/2008,1468.36,1471.77,1270.05,1378.55,54708522221
29/2/2008,1378.55,1396.02,1316.75,1330.63,43631183333
31/3/2008,1330.63,1359.68,1256.98,1322.7,51771761111
30/4/2008,1322.7,1404.56,1322.7,1385.59,47765905556
31/5/2008,1385.59,1440.24,1373.06,1400.38,44994711111
30/6/2008,1400.38,1404.05,1272,1280,53674466666
31/7/2008,1280,1292.17,1200.43,1267.38,69433649999
31/8/2008,1267.38,1313.15,1247.45,1282.83,47925561111
30/9/2008,1282.83,1303.04,1106.39,1166.36,77781844443
31/10/2008,1166.36,1167.03,839.8,968.75,88790572223
30/11/2008,968.75,1007.37,741.02,896.24,64255672223
31/12/2008,896.24,918.85,815.69,903.25,62713594442
31/1/2009,903.25,943.85,804.3,825.88,62272577777
28/2/2009,825.88,875.01,734.52,735.09,69162338890
31/3/2009,735.09,832.98,666.79,797.87,89913133333
30/4/2009,797.87,888.7,783.32,872.81,77141844445
31/5/2009,872.81,930.17,866.1,919.14,73119411113
30/6/2009,919.14,956.23,888.86,919.32,62585083333
31/7/2009,919.32,996.68,869.32,987.48,59242105555
31/8/2009,987.48,1038.25,978.51,1020.62,64477372223
30/9/2009,1020.62,1080.15,991.97,1057.08,62386383333
31/10/2009,1057.08,1101.36,1020.18,1036.19,63006105555
30/11/2009,1036.19,1113.69,1029.38,1095.63,47211961111
31/12/2009,1095.63,1130.38,1085.89,1115.1,49730738885
31/1/2010,1115.1,1150.45,1071.59,1073.87,50526433334
28/2/2010,1073.89,1112.42,1044.5,1104.49,46978522223
31/3/2010,1105.36,1180.69,1105.36,1169.43,57601972221
30/4/2010,1171.23,1219.8,1170.69,1186.69,64856616666
31/5/2010,1188.58,1205.13,1040.78,1089.41,70923766664
30/6/2010,1087.3,1131.23,1028.33,1030.71,61170416668
31/7/2010,1031.1,1120.95,1010.91,1101.6,52654505553
31/8/2010,1107.53,1129.24,1039.7,1049.33,47632361110
30/9/2010,1049.72,1157.16,1049.72,1141.2,44216361108
31/10/2010,1143.49,1196.14,1131.87,1183.26,49742372224
30/11/2010,1185.71,1227.08,1173,1180.55,48417261112
31/12/2010,1186.6,1262.6,1186.6,1257.64,44991405555
31/1/2011,1257.62,1302.67,1257.62,1286.12,51202744443
28/2/2011,1289.14,1344.07,1289.14,1327.22,32902033335
31/3/2011,1328.64,1332.28,1249.05,1325.83,49726466668
30/4/2011,1329.48,1364.56,1294.7,1363.61,42980449999
31/5/2011,1365.21,1370.58,1311.8,1345.2,45393877781
30/6/2011,1345.2,1345.2,1258.07,1320.64,47845961112
31/7/2011,1320.64,1356.48,1282.86,1292.28,45056761113
31/8/2011,1292.59,1307.38,1101.54,1218.89,60232872223
30/9/2011,1219.12,1229.29,1114.22,1131.42,57103788887
31/10/2011,1131.21,1292.66,1074.77,1253.3,54479816667
30/11/2011,1251,1277.55,1158.66,1246.96,46819472221
31/12/2011,1246.91,1269.37,1202.37,1257.6,41523572223
31/1/2012,1258.86,1333.47,1258.86,1312.41,44204199999
29/2/2012,1312.45,1378.04,1312.45,1365.68,43547616666
31/3/2012,1365.9,1419.15,1340.03,1408.47,46610922225
30/4/2012,1408.47,1422.38,1357.38,1397.91,41534283333
31/5/2012,1397.86,1415.32,1291.98,1310.33,48289161111
30/6/2012,1309.87,1363.46,1266.74,1362.16,45323577778
31/7/2012,1362.33,1391.74,1325.41,1379.32,40613227776
31/8/2012,1379.32,1426.68,1354.65,1406.58,39046561111
30/9/2012,1406.54,1474.51,1396.56,1440.67,38769044443
31/10/2012,1440.9,1470.96,1403.28,1412.16,39862399998
30/11/2012,1412.2,1434.27,1343.35,1416.18,39716283335
31/12/2012,1416.34,1448,1398.11,1426.19,36882322222
31/1/2013,1426.19,1509.94,1426.19,1498.11,42138061110
28/2/2013,1498.11,1530.94,1485.01,1514.68,38485266666
31/3/2013,1514.68,1570.28,1501.48,1569.19,38070616668
30/4/2013,1569.18,1597.57,1536.03,1597.57,42832222222
31/5/2013,1597.55,1687.18,1581.28,1630.74,42470694447
30/6/2013,1631.71,1654.19,1560.33,1606.28,41637105556
31/7/2013,1609.78,1698.78,1604.57,1685.73,37837122221
31/8/2013,1689.42,1709.67,1627.47,1632.97,36001561112
30/9/2013,1635.95,1729.86,1633.41,1681.55,36763561110
31/10/2013,1682.41,1775.22,1646.47,1756.54,42581888889
30/11/2013,1758.7,1813.55,1746.2,1805.81,35348994444
31/12/2013,1806.55,1849.44,1767.99,1848.36,36088233332
31/1/2014,1845.86,1850.84,1770.45,1782.59,42151061111
28/2/2014,1782.68,1867.92,1737.92,1859.45,38736438890
31/3/2014,1857.68,1883.97,1834.44,1872.34,39936127779
30/4/2014,1873.96,1897.28,1814.36,1883.95,39775450001
31/5/2014,1884.39,1924.03,1859.79,1923.57,35346461112
30/6/2014,1923.87,1968.17,1915.98,1960.23,35157433333
31/7/2014,1962.29,1991.39,1930.67,1930.67,36958161110
31/8/2014,1929.8,2005.04,1904.78,2003.37,32295077776
30/9/2014,2004.07,2019.26,1964.04,1972.29,37058888889
31/10/2014,1971.44,2018.19,1820.66,2018.05,52063355557
30/11/2014,2018.21,2075.76,2001.01,2067.56,35333438888
31/12/2014,2065.78,2093.55,1972.56,2058.9,44857677778
31/1/2015,2058.9,2072.36,1988.12,1994.99,42961133334
28/2/2015,1996.67,2119.59,1980.9,2104.5,38208644446
31/3/2015,2105.23,2117.52,2039.69,2067.89,42597694444
30/4/2015,2067.63,2125.92,2048.38,2085.51,40033855554
31/5/2015,2087.38,2134.72,2067.93,2107.39,36215405555
30/6/2015,2108.64,2129.87,2056.32,2063.11,40674433334
31/7/2015,2067,2132.82,2044.02,2103.84,43289216666
31/8/2015,2104.49,2112.66,1867.01,1972.18,47014883334
30/9/2015,1970.09,2020.86,1871.91,1920.03,44438538889
31/10/2015,1919.65,2094.32,1893.7,2079.36,47691611111
30/11/2015,2080.76,2116.48,2019.39,2080.41,42190883334
31/12/2015,2082.93,2104.27,1993.26,2043.94,46471811112
31/1/2016,2038.2,2038.2,1812.29,1940.24,51338761111
29/2/2016,1936.94,1962.96,1810.1,1932.23,51694200001
31/3/2016,1937.09,2072.21,1937.09,2059.74,51466344444
30/4/2016,2056.62,2111.05,2033.8,2065.3,45069438891
31/5/2016,2067.17,2103.48,2025.91,2096.96,43824222222
30/6/2016,2093.94,2120.55,1991.68,2098.86,48251499999
31/7/2016,2099.34,2177.09,2074.02,2173.6,38627916669
31/8/2016,2173.15,2193.81,2147.58,2170.95,42005727779
30/9/2016,2171.33,2187.87,2119.12,2168.27,42927911109
31/10/2016,2164.33,2169.6,2114.72,2126.15,40664794445
30/11/2016,2128.68,2214.1,2083.79,2198.81,49055422221
31/12/2016,2200.17,2277.53,2187.44,2238.83,41806244445
31/1/2017,2251.57,2300.99,2245.13,2278.87,39157322225
28/2/2017,2285.59,2371.54,2271.65,2363.64,38423566667
31/3/2017,2380.13,2400.98,2322.25,2362.72,45304316665
30/4/2017,2362.34,2398.16,2328.95,2384.2,36258705554
31/5/2017,2388.5,2418.71,2352.72,2411.8,44226205556
30/6/2017,2415.65,2453.82,2405.7,2423.41,45001383335
31/7/2017,2431.39,2484.04,2407.7,2470.3,35094111112
31/8/2017,2477.1,2490.87,2417.35,2471.65,39231127777
30/9/2017,2474.42,2519.44,2446.55,2519.36,36854433335
31/10/2017,2521.2,2582.98,2520.4,2575.26,39373094446
30/11/2017,2583.21,2657.74,2557.45,2647.58,40651811110
31/12/2017,2645.1,2694.97,2605.52,2673.61,36250661111
31/1/2018,2683.73,2872.87,2682.36,2823.81,42700066668
28/2/2018,2816.45,2835.96,2532.69,2713.83,44210783334
31/3/2018,2715.22,2801.9,2585.89,2640.87,42427666668
30/4/2018,2633.45,2717.49,2553.8,2648.05,38693661110
31/5/2018,2643.64,2742.24,2594.62,2705.27,42009600001
30/6/2018,2718.7,2791.47,2691.99,2718.37,43022061111
31/7/2018,2704.95,2848.03,2698.95,2816.29,35856761112
31/8/2018,2821.17,2916.5,2796.34,2901.52,38465677777
30/9/2018,2896.96,2940.91,2864.12,2913.98,34717822221
31/10/2018,2926.29,2939.86,2603.54,2711.74,50737738886
30/11/2018,2717.58,2815.15,2631.09,2760.17,44488950002
31/12/2018,2790.5,2800.18,2346.58,2506.85,46401427779
31/1/2019,2476.96,2708.95,2443.96,2704.1,44667572224
28/2/2019,2702.32,2813.49,2681.83,2784.49,38990794445
31/3/2019,2798.22,2860.31,2722.27,2834.4,43664600000
30/4/2019,2848.63,2949.52,2848.63,2945.83,38669355556
31/5/2019,2952.33,2954.13,2750.52,2752.06,42700066667
30/6/2019,2751.53,2964.15,2728.81,2941.76,39378550001
31/7/2019,2971.41,3027.98,2952.22,2980.38,39083038891
31/8/2019,2980.32,3013.59,2822.12,2926.46,44221911112
30/9/2019,2909.01,3021.99,2891.85,2976.74,41106850002
31/10/2019,2983.69,3050.1,2855.94,3037.56,43091416667
30/11/2019,3050.72,3154.26,3050.72,3140.98,40099955556
31/12/2019,3143.85,3247.93,3070.33,3230.78,40030000000
31/1/2020,3244.67,3337.77,3214.64,3225.52,42835788888
29/2/2020,3235.66,3393.52,2855.84,2954.22,46829038886
31/3/2020,2974.28,3136.72,2191.86,2584.59,89889499999
30/4/2020,2498.08,2954.86,2447.49,2912.43,68424138891
31/5/2020,2869.09,3068.67,2766.64,3044.31,60623327144
30/6/2020,3038.78,3233.13,2965.66,3100.29,72383009071
31/7/2020,3105.92,3279.99,3101.17,3271.12,54562572756
31/8/2020,3288.26,3514.77,3284.53,3500.31,46177493853
30/9/2020,3507.44,3588.11,3209.45,3363,55380479265
31/10/2020,3385.87,3549.85,3233.94,3269.96,51343018839
30/11/2020,3296.2,3645.99,3279.74,3621.63,53383778247
31/12/2020,3645.87,3759.43,3633.4,3756.07,49841834288
31/1/2021,3764.61,3870.9,3662.71,3714.24,51489765477
28/2/2021,3731.17,3950.43,3725.62,3811.15,45493827602
31/3/2021,3842.51,3994.41,3723.34,3972.89,61352199992
30/4/2021,3992.78,4218.78,3992.78,4181.17,44703408278
31/5/2021,4191.98,4238.04,4056.88,4204.11,44812615473
30/6/2021,4216.52,4302.43,4164.4,4297.5,45553300904
31/7/2021,4300.73,4429.97,4233.13,4395.26,41975109793
31/8/2021,4406.86,4537.36,4367.73,4522.68,41027638006
30/9/2021,4528.8,4545.85,4305.91,4307.54,43229019964
31/10/2021,4317.16,4608.08,4278.94,4605.38,41619724648
30/11/2021,4610.62,4743.83,4560,4567,47312253989
31/12/2021,4602.82,4808.93,4495.12,4766.18,50024560087
31/1/2022,4778.14,4818.62,4222.62,4515.55,54796994735
28/2/2022,4519.57,4595.31,4114.65,4373.94,50746267442
31/3/2022,4363.14,4416.78,4157.87,4411.67,36737651191
